seq_name,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,druggable
Negative_15,0.583,0.947,0.364,0.218,0.146,0.728,0.656,2.185,0.291,0.437,1.457,0.583,0.364,0.146,0.947,0.947,0.947,0.656,0.073,0.51,14.648,14.912,14.371,14.549,13.877,14.457,0
Negative_16,1.369,1.027,0.0,0.0,2.054,0.685,0.685,0.685,0.342,1.027,3.08,0.0,0.685,0.0,1.369,1.369,0.685,0.685,0.0,1.711,16.399,11.529,12.672,14.811,12.812,14.322,0
Negative_17,1.464,0.586,0.293,0.293,0.293,0.0,0.293,0.879,1.757,0.293,1.171,0.586,0.293,1.757,1.171,2.343,2.343,0.586,0.586,0.293,16.415,12.847,14.721,12.389,14.004,12.346,0
Negative_18,1.759,1.055,0.528,0.879,0.352,0.352,0.176,1.055,0.528,0.352,1.583,0.352,0.528,0.703,1.407,1.055,0.352,0.176,0.176,0.528,12.74,15.699,15.22,14.567,13.212,14.671,0
Negative_19,1.212,0.303,0.0,0.303,0.909,0.303,0.909,1.515,0.606,0.909,3.635,0.303,0.303,0.909,1.212,2.726,1.212,0.606,0.0,0.909,11.795,12.865,13.87,13.363,14.875,14.452,0
Negative_20,1.691,0.769,0.769,0.154,0.615,0.461,0.923,0.923,0.154,0.615,2.152,0.308,0.769,0.615,2.306,1.537,1.691,0.615,0.154,1.384,12.687,14.929,14.873,13.868,12.111,12.929,0
Negative_21,0.386,1.159,0.773,0.0,0.386,0.773,0.386,1.159,0.773,0.773,3.092,0.0,0.386,0.386,0.773,1.159,1.932,0.386,0.386,0.386,15.366,14.724,13.619,13.704,13.256,13.874,0
Negative_22,1.396,1.197,0.0,0.598,0.698,0.698,0.898,1.097,0.997,0.199,1.995,0.499,0.199,0.299,2.493,1.396,0.499,0.199,0.1,0.798,15.038,13.721,14.599,13.916,12.152,14.315,0
Negative_23,1.925,0.0,1.284,0.642,0.0,2.567,0.0,2.567,0.642,0.642,2.567,0.0,1.284,0.642,3.209,1.925,0.0,0.0,0.0,1.284,12.729,12.252,10.982,16.383,11.861,14.614,0
Negative_24,1.044,0.261,0.0,0.0,1.305,0.522,0.522,0.261,1.305,0.783,1.827,1.305,0.522,0.522,0.522,0.783,0.783,0.783,0.783,2.349,14.695,13.861,14.671,11.822,13.149,15.617,0
Negative_25,1.381,0.581,0.218,0.509,0.363,0.727,0.799,1.671,0.509,0.436,1.526,0.581,0.291,0.581,1.671,2.107,0.872,0.581,0.073,1.09,12.707,13.436,14.778,15.134,13.734,13.643,0
Negative_26,0.302,0.604,0.604,0.604,0.604,1.207,0.302,0.604,0.905,1.811,1.811,0.0,0.604,0.604,1.207,1.207,0.604,0.905,0.0,2.113,13.985,15.902,15.063,14.068,10.723,13.661,0
Negative_27,0.206,1.236,0.412,0.206,0.412,0.206,0.618,1.236,0.206,0.206,2.266,0.618,0.412,0.412,1.648,0.618,1.442,0.412,0.824,0.618,12.663,13.963,15.064,14.055,15.846,14.197,0
Negative_28,2.236,0.0,0.447,0.447,0.447,1.789,1.341,2.236,0.447,0.0,0.894,0.894,0.447,1.341,1.789,1.789,1.341,0.0,0.0,1.341,13.651,13.142,15.728,15.17,11.402,11.68,0
Negative_29,1.456,1.232,0.56,0.112,0.672,0.56,0.784,1.12,0.784,0.112,1.792,0.336,0.224,0.672,1.456,2.016,0.784,0.336,0.0,0.448,13.835,14.059,13.147,14.284,14.369,14.848,0
Negative_30,1.332,1.415,0.0,0.167,0.5,0.25,0.25,1.582,0.583,0.167,1.582,0.333,0.083,0.583,1.249,1.665,0.416,0.416,0.083,0.833,16.36,14.067,13.48,14.404,13.919,14.283,0
Negative_31,1.045,0.813,0.968,0.619,0.426,0.774,1.084,1.549,0.774,0.387,0.735,0.31,0.658,0.426,1.974,1.819,0.929,0.077,1.278,1.123,13.77,13.762,14.01,13.255,14.25,13.184,0
Negative_32,1.083,1.083,0.0,0.0,1.299,0.216,0.866,1.732,0.433,0.433,1.083,0.0,0.216,0.649,1.948,2.165,0.433,0.866,0.216,1.299,17.214,11.911,14.354,13.609,14.25,12.64,0
Negative_33,0.0,0.0,0.0,1.899,0.0,0.0,1.899,1.899,0.0,0.0,1.899,1.899,0.0,0.0,3.799,7.598,0.0,0.0,0.0,3.799,9.199,14.952,16.237,15.348,10.014,9.557,0
Negative_34,0.872,1.268,0.159,0.159,1.03,0.713,0.555,1.664,0.396,0.079,1.03,0.555,0.159,0.317,1.902,1.427,0.555,0.555,0.159,0.476,14.891,14.112,14.168,15.094,14.8,12.906,0
Negative_35,0.576,0.823,0.699,0.864,0.411,0.781,0.864,0.823,0.206,0.699,1.522,1.028,0.247,0.576,1.398,1.069,1.152,0.329,0.288,0.576,13.907,14.557,13.803,14.176,14.758,13.87,0
Negative_36,0.674,1.213,0.539,0.404,0.404,0.269,0.404,0.808,0.539,0.674,1.213,0.808,0.269,0.539,0.674,0.943,0.808,0.539,0.674,0.539,15.795,13.932,14.068,15.885,12.858,14.527,0
Negative_37,0.933,1.033,0.766,0.366,0.4,0.999,0.866,1.166,0.799,0.666,1.266,1.033,0.533,0.366,0.733,1.232,1.066,0.233,0.133,0.966,14.559,13.105,13.462,14.528,14.108,14.683,0
Negative_38,0.944,0.557,0.429,0.343,0.214,1.115,1.372,1.372,0.772,0.686,1.458,0.3,0.3,0.987,2.273,2.273,1.072,0.086,0.557,1.501,12.611,12.722,14.025,13.876,13.923,14.23,0
Negative_39,2.049,0.342,0.683,0.342,0.0,0.683,0.342,1.366,0.683,1.708,2.732,0.342,1.025,0.0,0.683,2.732,1.025,0.342,1.025,0.342,13.029,13.702,14.919,13.278,14.569,12.061,0
Negative_40,3.31,0.0,2.207,0.0,0.0,0.0,1.103,0.0,0.0,2.207,3.31,1.103,0.0,1.103,1.103,4.413,1.103,0.0,1.103,0.0,14.133,12.423,14.254,9.102,14.431,13.592,0
Negative_41,1.79,0.895,0.895,0.0,0.597,0.597,1.342,1.492,0.895,1.044,1.939,0.597,0.895,0.298,1.044,1.342,1.641,0.149,0.149,0.597,12.829,14.676,13.074,13.338,14.503,13.384,0
Negative_42,1.443,1.082,0.361,0.361,0.0,0.0,0.722,1.082,0.361,0.722,3.248,0.361,1.082,0.361,3.608,1.443,1.804,0.0,0.0,0.722,14.645,13.782,13.444,13.951,13.988,11.427,0
Negative_43,0.778,0.778,0.259,0.259,0.519,1.037,1.296,1.037,0.0,1.555,1.555,0.519,0.259,0.259,0.778,0.778,1.815,0.259,0.778,0.778,15.511,11.931,15.22,14.096,11.618,16.329,0
Negative_44,0.893,0.722,0.753,0.618,0.388,0.808,0.711,1.258,0.447,0.924,1.588,0.493,0.272,0.66,0.835,1.453,1.018,0.249,0.377,1.356,13.979,13.56,14.288,14.169,14.011,14.169,0
Negative_45,0.0,1.134,0.756,0.378,0.0,0.0,3.402,4.914,0.0,0.0,0.0,1.512,0.0,0.0,9.829,1.134,0.0,0.0,0.0,0.0,15.197,12.568,13.571,13.917,9.685,12.003,0
Negative_46,1.649,0.99,0.99,0.0,0.0,1.649,0.66,0.0,0.66,0.33,1.484,1.649,1.319,0.0,1.319,1.484,1.814,0.33,0.165,0.825,12.832,14.027,13.906,15.04,14.659,12.218,0
Negative_47,0.574,1.034,0.23,0.919,0.804,0.46,0.919,0.919,0.46,0.574,1.953,1.379,0.46,0.689,1.493,1.149,0.804,0.0,0.345,1.034,14.213,12.941,14.002,13.873,14.399,14.375,0
Negative_48,0.354,1.062,0.354,0.531,1.239,0.708,0.354,1.593,1.062,0.531,2.478,0.354,0.531,0.177,1.416,1.77,0.354,0.354,0.354,1.239,12.971,14.778,15.921,12.769,12.046,14.702,0
Negative_49,0.615,1.106,0.615,1.106,0.246,0.492,0.738,1.106,0.615,0.492,1.352,0.615,0.246,0.123,1.229,1.844,0.861,0.246,0.615,0.984,13.308,13.78,15.183,14.787,13.91,13.788,0
Negative_50,0.857,1.929,0.429,0.857,0.214,0.643,0.643,0.643,0.643,0.214,0.643,0.429,0.429,0.214,1.286,1.072,0.857,0.0,0.214,0.857,12.183,16.268,15.725,13.719,13.941,15.092,0
Negative_51,0.926,0.309,1.544,0.618,0.926,0.618,1.235,0.618,0.618,0.926,3.088,0.0,1.853,1.235,0.926,2.161,1.544,0.309,0.926,0.926,14.561,12.622,13.262,13.592,13.123,11.536,0
Negative_52,0.0,0.0,1.364,1.364,0.0,2.727,0.0,4.091,0.0,0.0,1.364,0.0,0.0,0.0,1.364,0.0,0.0,0.0,1.364,0.0,8.365,11.481,15.074,16.948,17.651,16.846,0
Negative_53,2.014,0.0,0.0,0.0,0.0,2.014,0.0,2.014,0.0,2.014,0.0,0.0,0.0,0.0,2.014,0.0,4.028,0.0,2.014,4.028,13.262,15.95,10.865,10.935,12.829,16.021,0
Negative_54,3.185,0.0,2.389,0.796,0.0,2.389,0.0,1.593,0.0,2.389,1.593,0.796,0.796,0.0,0.0,0.0,1.593,0.0,0.0,0.796,14.415,13.27,15.413,8.453,13.591,16.54,0
Negative_55,2.889,0.0,2.889,0.0,0.0,2.889,2.889,0.0,0.0,0.0,5.777,0.0,0.0,0.0,0.0,0.0,5.777,0.0,0.0,0.0,10.757,16.961,18.278,10.768,8.134,11.993,0
Negative_56,0.0,2.031,2.031,2.031,0.0,2.031,2.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.031,2.031,0.0,0.0,0.0,2.031,11.722,14.5,11.738,17.327,14.801,13.664,0
Negative_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.0,2.72,2.72,0.0,0.0,2.72,2.72,0.0,2.72,0.0,2.72,2.72,8.824,17.811,13.034,10.478,15.689,12.403,0
Negative_58,0.0,0.0,0.0,4.214,0.0,0.0,2.107,0.0,0.0,0.0,2.107,0.0,0.0,0.0,4.214,2.107,0.0,0.0,0.0,4.214,6.39,11.566,12.277,12.192,19.511,19.103,0
Negative_59,0.0,1.354,1.354,0.0,0.0,0.0,1.354,1.354,0.0,0.0,1.354,1.354,0.0,0.0,1.354,0.0,0.0,0.0,0.0,4.062,14.814,13.473,19.871,17.089,6.588,14.624,0
Negative_60,0.0,0.0,3.453,3.453,0.0,0.0,0.0,3.453,0.0,0.0,3.453,0.0,0.0,0.0,3.453,0.0,3.453,0.0,0.0,3.453,18.767,14.949,11.142,20.665,2.199,8.109,0
Negative_61,2.347,0.0,0.0,0.0,0.0,0.0,0.0,2.347,0.0,2.347,0.0,2.347,0.0,0.0,4.695,2.347,0.0,0.0,0.0,4.695,9.295,17.756,20.651,18.739,6.539,5.894,0
Negative_62,0.0,1.666,3.332,1.666,0.0,1.666,0.0,0.0,0.0,0.0,0.0,0.0,1.666,1.666,1.666,0.0,1.666,0.0,0.0,0.0,11.462,16.649,17.309,20.667,12.226,6.694,0
Negative_63,7.249,0.0,2.416,0.0,0.0,2.416,0.0,2.416,2.416,0.0,0.0,0.0,0.0,0.0,0.0,2.416,0.0,0.0,0.0,2.416,15.942,14.245,13.571,13.745,14.43,6.318,0
Negative_64,2.433,0.811,0.0,0.27,1.081,0.27,0.811,2.704,0.541,0.27,3.514,0.27,1.352,0.0,2.433,1.893,1.081,0.27,0.0,0.541,13.961,13.232,12.4,13.756,12.246,13.859,0
Negative_65,0.951,1.712,0.0,0.19,0.381,0.571,0.381,0.381,0.381,0.571,0.761,0.761,0.381,0.571,0.951,0.761,0.571,0.19,0.19,1.332,12.424,15.977,15.971,16.547,13.364,13.73,0
Negative_66,0.882,1.234,0.088,0.441,0.793,0.617,0.265,1.058,0.529,0.176,2.116,0.617,0.176,0.705,0.705,0.793,0.97,0.265,0.265,1.234,15.623,14.439,13.77,13.659,13.861,14.718,0
Negative_67,1.601,1.868,0.267,0.0,0.267,0.0,0.267,0.8,0.267,0.267,2.401,0.0,0.267,0.0,2.401,2.401,1.601,0.267,0.0,0.8,14.026,14.86,13.727,13.688,15.71,12.247,0
Negative_68,2.982,0.497,0.0,0.663,0.331,0.828,1.16,1.822,0.166,0.0,1.491,0.166,0.0,0.331,3.645,2.817,0.994,0.497,0.663,1.491,13.2,13.888,13.518,13.611,13.323,11.916,0
Negative_69,1.24,1.144,0.381,0.858,0.191,1.24,0.381,0.954,0.286,0.381,1.526,0.286,0.191,0.477,0.763,0.858,0.286,0.191,0.191,1.144,14.77,15.626,14.576,15.25,13.934,12.877,0
Negative_70,1.615,1.127,0.263,0.676,0.263,1.014,0.901,1.164,0.338,0.376,1.239,0.451,0.15,0.263,0.676,0.901,0.751,0.338,0.563,0.901,14.593,14.069,13.776,14.663,14.363,14.565,0
Negative_71,1.322,1.02,0.378,0.378,0.227,0.793,0.605,1.322,0.491,0.302,1.662,0.264,0.264,0.529,0.756,0.453,0.869,0.302,0.605,1.398,14.402,14.946,13.872,13.44,13.447,15.95,0
Negative_72,1.415,1.37,0.183,0.502,0.32,0.822,0.822,1.141,0.228,0.274,1.233,0.548,0.365,0.411,1.187,0.913,0.548,0.137,0.365,0.822,14.28,15.681,14.225,14.443,13.838,13.926,0
Negative_73,1.165,1.019,1.165,1.311,0.291,0.437,0.728,1.311,0.728,1.019,1.165,0.437,0.437,0.437,1.602,1.602,1.602,0.0,0.291,0.728,12.111,13.579,16.524,15.65,12.801,11.858,0
Negative_74,0.912,0.952,0.516,0.476,0.317,0.674,0.397,0.793,0.436,0.555,1.825,0.555,0.397,0.833,1.19,0.754,0.833,0.397,0.476,0.714,13.912,14.696,13.688,13.436,15.578,14.689,0
Negative_75,1.105,0.478,0.538,0.747,0.269,0.568,0.538,1.255,0.179,0.807,2.36,0.836,0.299,1.016,0.866,1.165,1.046,0.388,0.657,1.284,13.137,14.375,13.793,13.924,14.522,13.85,0
Negative_76,0.915,0.704,0.528,0.633,0.387,1.056,0.704,1.126,0.422,0.633,1.513,0.915,0.457,0.563,1.056,0.95,0.95,0.211,0.528,1.056,13.469,14.648,14.747,14.104,13.676,14.051,0
Negative_77,1.214,0.734,0.819,0.649,0.339,0.621,0.649,0.762,0.254,1.073,1.581,1.073,0.367,0.847,0.706,1.722,1.383,0.395,0.508,0.96,12.894,14.443,14.218,13.452,14.326,14.01,0
Negative_78,1.043,0.907,0.181,0.725,0.363,0.725,1.043,0.997,0.635,0.453,1.314,0.544,0.453,0.544,1.178,0.997,0.363,0.317,0.408,1.269,14.438,13.563,15.291,14.828,13.621,13.801,0
Negative_79,1.493,0.915,0.53,0.626,0.241,0.963,0.77,1.011,0.481,0.241,1.589,0.241,0.385,0.963,1.252,0.963,0.963,0.048,0.53,1.156,13.546,14.683,13.953,13.869,14.161,14.429,0
Negative_80,1.345,0.391,0.477,0.738,0.694,0.868,0.304,1.562,0.347,1.128,1.259,1.389,0.477,0.651,0.868,0.998,0.955,0.087,0.174,1.562,14.314,14.265,13.72,14.061,13.703,13.663,0
Negative_81,1.397,1.471,0.294,0.662,0.147,0.294,0.662,1.103,0.221,0.294,1.103,0.956,0.368,0.515,1.03,1.471,0.515,0.147,0.368,0.588,14.742,13.178,13.749,14.375,14.6,15.749,0
Negative_82,0.941,0.816,0.377,0.785,0.565,0.722,0.377,1.004,0.251,0.69,1.977,0.596,0.377,0.69,1.098,1.6,0.628,0.251,0.314,1.036,14.8,14.649,13.804,13.577,14.272,13.804,0
Negative_83,0.881,0.72,0.32,0.6,0.48,0.921,0.44,1.321,0.801,1.081,1.641,0.44,0.48,1.281,0.801,1.081,0.44,0.36,0.48,0.881,14.115,14.223,13.96,13.497,14.478,14.277,0
Negative_84,1.132,1.104,0.193,0.635,0.221,0.828,0.552,1.242,0.304,0.414,1.408,0.497,0.193,0.414,1.187,0.745,0.745,0.304,0.221,1.215,14.943,14.828,13.005,14.76,14.381,14.53,0
Negative_85,2.005,1.415,0.236,0.59,1.297,1.061,0.944,0.826,0.118,0.118,2.477,0.354,0.472,0.354,1.18,0.59,0.826,0.0,0.236,0.472,13.989,15.694,12.393,12.915,15.102,14.339,0
Negative_86,0.991,0.757,0.408,0.495,0.495,0.932,0.612,1.224,0.612,0.787,1.369,0.757,0.553,0.816,0.903,0.903,0.816,0.146,0.32,1.078,14.473,14.832,13.814,13.05,14.293,14.563,0
Negative_87,0.911,1.432,0.13,0.26,0.26,0.716,0.716,1.237,0.13,0.391,1.497,1.107,0.26,0.195,1.172,0.716,0.521,0.326,0.26,0.716,14.877,15.369,14.948,14.288,13.802,13.763,0
Negative_88,0.55,0.747,0.511,0.629,0.314,0.904,0.864,0.825,0.707,0.786,1.886,0.629,0.275,0.747,1.061,2.161,1.061,0.275,0.472,1.022,14.274,13.913,13.42,13.781,13.65,14.537,0
Negative_89,0.853,0.817,0.586,0.657,0.284,1.563,1.119,0.853,0.355,0.657,1.936,0.782,0.373,0.462,0.942,1.936,1.013,0.053,0.266,0.728,13.371,14.077,13.817,14.467,14.223,13.809,0
Negative_90,1.246,0.926,0.356,0.249,0.463,0.392,0.641,0.926,0.534,0.641,2.813,0.392,0.285,1.14,0.783,0.89,0.819,0.499,0.641,0.961,14.062,14.21,14.319,13.734,13.804,14.272,0
Negative_91,1.369,1.565,0.261,1.304,0.652,0.782,0.521,0.847,0.456,0.065,0.847,0.587,0.326,0.652,0.913,0.652,0.717,0.326,0.196,0.326,14.34,14.567,15.73,13.037,14.166,14.795,0
Negative_92,0.961,0.813,0.443,0.776,0.591,0.924,0.517,1.108,0.591,0.739,0.961,0.813,0.333,0.406,0.776,0.813,0.924,0.222,0.554,0.997,14.516,15.685,13.931,13.361,14.067,14.181,0
Negative_93,1.451,1.045,0.116,0.784,0.581,1.016,0.639,0.9,0.348,0.261,1.945,0.435,0.174,0.639,1.103,1.335,0.551,0.29,0.203,0.639,14.079,15.424,14.014,13.812,14.506,13.711,0
Negative_94,1.461,0.739,0.361,0.667,0.487,0.992,1.28,1.731,0.343,0.415,1.569,0.721,0.397,0.505,1.334,1.461,0.667,0.144,0.595,0.721,13.645,14.151,13.329,13.91,14.026,14.35,0
Negative_95,1.236,1.236,0.571,0.761,0.19,0.856,0.475,1.141,0.095,0.095,2.092,0.38,0.475,0.571,1.141,1.616,0.571,0.19,0.19,0.666,13.777,14.591,13.958,13.922,14.875,14.329,0
Negative_96,1.103,0.833,0.428,0.766,0.54,1.283,0.833,0.968,0.338,0.45,2.004,0.315,0.383,0.585,1.103,1.058,0.563,0.338,0.428,0.766,13.811,14.218,14.15,14.24,14.044,14.452,0
Negative_97,0.882,0.82,0.402,0.789,0.449,0.975,0.557,1.098,0.418,0.541,1.717,0.789,0.371,0.65,0.944,1.129,0.711,0.186,0.495,0.634,13.85,14.381,14.491,13.916,14.141,14.665,0
Negative_98,1.074,0.838,0.344,0.967,0.473,1.096,0.623,0.752,0.623,0.58,1.311,0.537,0.408,0.58,1.01,0.988,0.645,0.365,0.408,1.246,14.378,14.118,13.895,14.281,14.348,14.11,0
Negative_99,0.706,0.543,0.923,0.841,0.434,0.597,0.868,0.895,0.543,0.814,1.736,1.058,0.298,0.624,0.923,1.384,0.678,0.38,0.488,0.868,13.847,14.97,13.667,13.995,14.166,13.753,0
Negative_100,1.151,0.761,0.925,1.049,0.329,0.946,0.658,0.781,0.35,0.637,1.234,0.946,0.329,0.329,1.172,1.46,0.987,0.247,0.226,1.069,13.668,13.535,14.081,13.964,14.283,14.884,0
Negative_101,0.372,1.86,0.744,0.372,0.372,0.186,0.744,2.046,0.372,0.0,2.418,0.372,0.558,0.372,1.488,0.744,0.186,0.372,0.0,0.744,14.799,14.549,14.878,12.701,14.584,14.169,0
Negative_102,1.27,0.986,0.716,0.475,0.867,1.0,0.835,1.129,0.442,0.212,0.532,0.09,0.295,0.068,1.759,1.313,1.845,0.342,1.183,1.0,14.217,12.941,13.71,14.552,13.849,14.372,0
Negative_103,0.636,1.061,0.212,0.743,0.636,0.53,0.636,0.849,0.212,0.106,2.228,0.849,0.424,0.424,0.849,0.955,0.743,0.53,0.212,0.636,14.038,13.843,14.436,14.665,13.688,15.857,0
Negative_104,1.206,0.345,1.378,0.603,0.431,1.12,0.603,0.775,0.172,0.948,1.895,0.948,0.431,0.689,1.034,0.689,0.948,0.345,0.603,1.12,15.574,13.148,13.401,14.565,13.84,13.189,0
Negative_105,1.457,0.754,0.452,0.703,0.301,0.904,1.105,1.407,0.301,0.603,2.412,0.502,0.452,0.301,0.854,1.357,0.854,0.151,0.603,0.904,14.431,14.283,12.948,12.891,14.554,14.513,0
Negative_106,1.48,0.881,0.599,0.387,0.247,0.986,0.599,1.409,0.458,0.387,1.585,0.916,0.564,0.493,0.881,1.233,0.81,0.282,0.141,0.916,14.316,15.155,12.928,14.141,14.255,13.95,0
Negative_107,0.996,0.664,0.664,0.581,0.498,1.162,0.664,1.079,0.498,0.747,1.742,0.664,0.498,0.83,0.996,0.996,0.996,0.249,0.581,0.498,13.291,13.127,14.952,13.829,16.192,13.01,0
Negative_108,1.475,1.229,0.737,0.246,0.492,0.737,0.737,0.737,0.0,0.246,1.72,1.475,0.246,0.737,0.983,0.737,0.492,0.0,0.0,0.246,15.129,14.565,15.375,10.975,16.291,14.393,0
Negative_109,1.337,0.551,1.101,0.708,1.101,0.472,1.18,1.573,0.472,0.865,2.439,0.629,0.393,0.629,1.101,0.865,1.416,0.236,0.236,0.708,13.529,14.034,13.25,14.034,14.475,12.664,0
Negative_110,2.415,0.766,0.295,0.295,0.412,0.648,0.648,1.414,0.589,0.0,2.886,0.353,0.412,1.001,1.119,1.355,1.06,0.236,0.412,1.06,14.379,14.535,13.293,12.563,13.328,14.526,0
Negative_111,1.41,0.632,0.584,0.243,0.097,0.632,0.389,1.702,0.535,1.021,1.702,0.438,0.729,0.924,1.021,1.167,0.924,0.389,0.535,1.556,13.289,15.426,14.254,12.374,13.264,14.761,0
Negative_112,1.304,0.652,0.575,0.691,0.537,0.691,0.307,1.036,0.46,0.691,1.074,0.997,0.269,0.537,0.537,1.419,0.767,0.499,0.23,0.997,14.092,13.557,13.65,14.977,14.385,15.07,0
Negative_113,1.026,0.855,0.47,0.984,0.214,0.727,0.599,1.198,0.556,0.984,1.625,0.556,0.214,0.47,0.898,1.369,0.77,0.086,0.342,1.198,13.959,14.474,14.428,13.126,14.08,14.792,0
Negative_114,1.032,1.09,0.409,0.594,0.204,1.577,1.012,0.925,0.438,0.399,1.353,0.535,0.243,0.428,1.577,1.791,0.779,0.185,0.224,0.75,13.977,13.845,13.775,14.28,14.319,14.257,0
Negative_115,0.859,0.972,0.814,0.724,0.226,1.131,2.058,1.334,0.271,0.678,1.131,0.814,0.497,0.407,1.673,2.352,1.018,0.068,0.497,0.837,13.155,14.303,13.844,13.88,13.275,13.183,0
Negative_116,1.215,0.81,0.481,0.658,0.456,0.633,0.557,1.697,0.81,0.481,1.595,0.38,0.304,0.734,0.962,0.886,0.81,0.329,0.38,0.836,14.16,14.708,13.522,14.085,14.558,13.95,0
Negative_117,1.277,0.899,0.473,0.639,0.426,0.615,0.449,1.159,0.544,0.544,1.892,0.307,0.213,0.497,1.49,0.993,0.686,0.497,0.52,0.757,14.326,14.497,13.828,13.939,14.304,14.229,0
Negative_118,2.586,0.94,0.353,0.235,0.353,0.47,0.705,1.881,0.0,1.293,1.528,0.353,0.47,1.176,0.47,1.763,0.823,0.0,0.353,0.94,14.031,14.815,13.747,12.094,13.755,14.865,0
Negative_119,1.266,0.23,0.115,0.806,0.23,1.266,0.806,1.266,0.115,0.921,1.381,1.381,0.23,0.575,1.266,1.266,1.381,0.23,0.345,1.036,13.227,13.718,13.984,13.42,15.442,14.097,0
Negative_120,0.971,1.228,0.143,0.742,0.4,0.685,0.457,1.142,0.343,0.228,1.371,0.485,0.286,0.571,1.171,1.228,0.514,0.314,0.428,0.828,14.386,14.346,13.926,14.522,14.44,14.846,0
Negative_121,0.0,0.0,1.526,0.0,0.305,0.305,0.916,0.0,0.61,0.916,3.053,2.137,1.832,0.305,3.358,1.221,2.442,0.916,0.61,0.305,15.174,13.866,11.064,12.745,12.102,14.292,0
