seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Negative_11,1.621,4.168,2.316,1.621,3.473,2.779,1.389,3.473,3.473,5.79,6.484,2.084,2.084,4.631,3.705,2.084,2.547,1.853,2.316,3.473,5.431,4.05,4.173,3.222,4.664,2.455,1.197,1.166,-0.368,0.706,8.285,3.651,0
Negative_12,3.262,5.126,2.562,3.262,2.796,6.29,2.796,3.728,1.631,3.028,8.853,6.058,2.096,2.796,6.756,9.319,2.562,1.864,2.096,5.592,0.784,3.299,-3.258,-0.289,0.041,3.423,0.041,1.443,1.196,5.278,2.021,3.546,0
Negative_13,8.094,6.071,4.301,6.83,8.094,8.854,6.071,8.094,1.265,3.036,23.273,4.048,0.759,1.012,3.542,11.383,3.289,1.518,0.759,6.324,-10.321,-5.073,-2.216,-2.624,2.741,2.391,-1.633,1.691,1.166,5.015,-4.84,-2.915,0
Negative_14,4.073,2.036,1.552,2.909,0.679,7.564,3.006,5.237,1.454,1.649,7.079,1.358,1.067,1.067,4.848,5.818,3.006,0.679,0.582,3.006,2.728,5.544,1.789,4.371,3.579,5.749,2.053,4.341,1.965,3.931,1.848,3.432,0
Negative_15,6.243,2.601,2.731,4.682,1.691,6.763,2.211,7.933,1.561,1.82,7.153,2.211,0.911,2.341,7.153,5.853,4.291,0.911,1.301,3.251,-0.258,2.724,0.883,2.282,1.546,4.49,0.368,1.693,1.215,2.908,3.828,4.711,0
Negative_16,8.745,7.624,1.009,3.588,1.346,7.288,3.812,5.27,1.682,0.785,8.521,1.121,0.672,1.009,3.588,3.7,3.027,0.561,0.672,3.027,-1.609,2.213,0.469,3.822,4.593,5.632,4.693,5.163,2.38,4.894,-1.509,2.213,0
Negative_17,8.031,7.041,1.43,3.851,0.33,4.73,4.18,10.342,3.08,1.21,12.432,2.2,0.88,3.851,7.701,5.941,3.851,2.75,2.31,5.941,-0.23,0.506,1.289,0.276,-2.072,-0.046,4.328,3.269,-0.506,-0.276,-0.414,1.796,0
Negative_18,5.103,4.979,0.871,2.614,1.494,5.103,4.979,5.477,1.867,0.747,8.713,3.36,0.622,1.618,5.975,5.601,1.867,0.622,0.871,2.116,1.098,4.49,0.581,2.584,3.036,4.167,2.842,3.424,2.713,3.391,2.681,4.393,0
Negative_19,4.981,6.273,1.476,2.583,1.476,4.428,4.059,3.874,1.66,1.291,10.7,1.845,1.107,3.874,6.458,6.273,4.613,1.107,0.738,6.826,2.383,2.572,-2.231,-2.156,1.135,1.399,4.009,3.593,6.657,4.917,1.399,0.681,0
Negative_20,4.408,4.293,0.696,3.365,0.464,4.757,2.785,4.989,1.276,1.856,8.586,1.74,0.464,1.74,4.989,6.497,4.525,0.928,0.928,3.945,0.221,2.814,3.857,3.731,3.478,4.742,3.731,4.047,0.063,1.707,4.078,4.3,0
Negative_21,3.173,5.712,1.904,2.539,3.809,5.712,1.904,6.982,1.27,3.173,12.693,6.982,1.904,3.809,6.982,9.52,5.712,1.27,1.27,1.904,3.088,5.823,-1.147,-1.985,0.882,-0.176,2.206,5.337,0.838,3.749,-4.499,-2.338,0
Negative_22,5.384,4.786,1.795,2.393,2.991,4.786,2.393,5.983,2.991,2.991,5.983,3.59,1.197,1.197,6.581,4.188,2.991,0.598,4.188,3.59,13.166,9.46,3.636,0.988,-0.671,-2.153,3.424,0.529,4.271,1.694,-1.553,-3.389,0
Negative_23,6.662,5.611,5.961,8.766,2.805,7.013,6.662,9.117,7.363,6.662,11.221,2.805,1.753,5.259,6.662,14.376,9.817,3.507,1.753,9.467,-4.997,-2.465,-0.067,1.932,0.6,1.133,-9.86,-10.193,1.066,-0.866,-4.264,-5.263,0
Negative_24,5.582,6.418,4.465,3.349,3.628,3.628,1.954,4.744,0.558,1.116,7.255,2.233,1.674,2.79,2.233,6.418,2.79,1.116,2.79,5.582,7.138,7.243,1.055,1.266,5.309,2.075,3.2,1.406,1.09,1.371,-0.176,-1.301,0
Negative_25,8.919,5.522,1.487,3.663,1.592,3.876,3.345,8.601,1.646,0.743,7.433,3.876,0.956,2.867,11.839,9.291,3.717,0.477,1.964,3.292,2.34,1.787,1.489,2.298,1.872,2.596,0.34,0.894,0.298,1.532,-0.723,0.17,0
Negative_26,6.595,0.366,1.099,1.099,1.099,2.198,0.733,8.06,0.366,1.466,5.862,2.198,1.466,1.832,0.733,5.496,1.832,0.733,1.099,3.297,6.573,4.12,4.834,3.787,5.739,6.335,4.12,2.048,5.954,3.239,4.239,1.381,0
Negative_27,8.22,9.187,0.483,1.934,2.901,4.352,2.417,5.318,4.835,0.483,6.769,2.901,0.967,2.417,15.955,7.252,2.901,0.0,1.45,2.417,-4.491,0.249,-1.289,0.499,4.407,5.405,-2.869,-0.333,1.538,3.326,5.156,5.239,0
Negative_28,9.803,7.13,4.01,4.901,4.01,8.466,6.238,9.803,0.445,2.229,21.834,1.782,0.445,2.229,8.466,11.586,4.01,2.674,1.782,3.565,-6.001,-4.385,-6.694,-8.425,5.886,7.328,-3.52,-3.693,-1.154,1.212,0.0,4.039,0
Negative_29,6.211,5.557,1.471,4.086,1.634,2.124,3.105,7.355,2.778,2.451,7.681,4.74,1.144,1.634,8.989,6.047,5.557,1.471,1.798,6.538,0.041,2.471,4.119,4.119,-0.453,-0.7,4.448,2.389,-3.213,-0.947,3.089,2.265,0
Negative_30,5.801,3.347,0.335,2.12,1.45,1.897,2.454,2.901,1.785,2.678,8.59,0.781,1.339,3.793,3.793,3.57,3.347,0.558,1.116,4.574,5.398,4.526,3.317,1.996,4.779,3.655,4.667,3.739,3.992,2.755,2.98,1.968,0
Negative_31,5.18,4.44,4.194,5.18,1.727,5.921,6.414,4.687,2.96,2.467,7.647,6.661,1.234,2.96,5.427,8.634,6.661,2.22,0.74,2.713,7.089,7.001,0.352,4.932,-0.793,1.013,-0.793,1.673,-2.026,-1.409,-3.303,-1.805,0
Negative_32,5.155,7.218,2.577,3.093,1.031,7.733,4.124,7.733,2.062,4.124,4.639,5.155,2.062,3.608,3.608,11.857,3.093,1.546,1.546,2.062,-3.697,3.403,1.218,3.151,4.454,4.37,-0.84,2.731,2.689,2.521,-2.479,-1.555,0
Negative_33,6.434,11.353,0.379,4.92,4.163,6.812,4.163,6.812,3.784,4.163,23.465,3.784,4.92,1.514,7.569,9.083,6.434,3.028,2.27,8.326,-8.883,-6.107,-4.688,-5.244,5.984,2.653,-3.516,-8.39,5.182,1.851,-0.062,-2.159,0
Negative_34,6.755,5.003,2.751,3.502,0.25,6.254,4.002,3.252,1.751,3.002,6.004,3.753,2.002,2.002,6.004,7.504,7.255,0.0,2.251,4.253,5.118,5.118,-3.102,-1.318,1.163,3.024,4.11,4.653,4.149,2.404,-2.986,0.116,0
Negative_35,9.509,4.668,0.865,2.421,1.21,3.976,2.593,5.878,1.556,4.149,4.841,1.556,1.383,3.112,7.78,5.36,3.458,0.692,2.075,4.322,2.285,3.07,0.536,1.0,1.964,4.677,4.141,4.784,1.285,1.607,0.928,2.321,0
Negative_36,3.634,3.075,2.236,2.515,3.075,4.751,3.354,2.795,0.838,1.677,6.149,7.826,1.118,2.515,2.236,5.869,5.869,0.838,0.559,4.472,1.537,3.009,3.041,4.676,0.458,2.387,4.447,5.298,2.78,2.943,2.354,1.668,0
Negative_37,6.941,5.114,1.462,1.826,3.653,5.114,6.941,7.307,1.826,0.365,6.941,5.114,1.826,2.922,7.672,4.749,5.845,1.826,1.096,2.922,-3.503,1.1,-0.326,0.285,2.2,2.729,7.413,5.621,-2.607,0.244,3.747,1.629,0
Negative_38,5.832,6.347,3.602,6.518,2.573,3.774,3.087,6.175,2.573,3.259,9.778,4.117,1.886,4.117,7.719,12.522,3.946,2.058,1.886,5.317,-0.534,-1.068,-1.845,-1.699,2.087,2.184,2.33,2.039,-0.485,1.505,-0.485,-1.117,0
Negative_39,10.134,4.645,1.055,4.223,2.112,5.279,6.967,7.812,1.689,3.589,12.458,2.112,1.9,2.745,5.067,9.291,8.024,1.689,1.689,6.334,-0.346,0.939,4.743,2.569,-1.038,-3.211,-0.791,-0.791,-2.372,-1.828,1.828,1.482,0
Negative_40,5.07,5.07,1.601,2.402,5.603,4.269,3.202,3.202,3.469,1.867,5.87,2.135,1.334,2.135,7.471,5.603,4.002,1.334,1.334,2.402,4.475,4.128,3.226,1.804,2.706,2.359,0.728,-0.59,2.359,1.214,5.342,2.879,0
Negative_41,4.601,4.81,1.046,2.301,0.628,2.301,2.301,6.274,1.255,2.091,5.647,0.628,0.836,1.882,10.248,4.81,2.719,1.255,0.628,2.719,4.925,4.04,4.335,3.509,3.185,3.096,1.828,2.064,5.131,2.831,3.834,2.241,0
Negative_42,4.523,4.113,5.962,5.552,3.085,4.523,4.729,5.346,3.701,2.056,16.243,4.523,2.056,3.495,5.758,9.253,5.346,1.439,2.879,6.786,-0.811,0.862,-2.382,-2.636,4.359,3.345,-2.484,-0.862,0.862,1.673,-2.585,-0.71,0
Negative_43,3.447,4.597,1.149,3.447,1.437,4.597,4.022,3.16,2.298,1.437,8.618,7.757,1.723,2.011,4.597,6.32,2.873,1.149,1.437,1.723,0.068,2.78,-6.068,-2.407,7.322,8.441,2.339,6.576,1.966,2.441,3.458,5.288,0
Negative_44,5.047,5.154,3.329,4.403,2.469,5.262,4.403,7.624,3.006,4.51,7.946,3.329,2.685,3.651,8.161,11.168,6.98,1.181,2.04,7.302,0.997,1.594,-2.143,-1.196,0.299,1.395,-3.837,-1.844,0.598,1.644,1.295,1.545,0
Negative_45,8.478,3.123,3.681,2.008,1.562,4.573,6.247,4.796,0.781,4.685,10.039,6.916,1.45,1.338,7.92,9.147,9.816,0.0,0.558,9.036,0.817,2.692,0.096,0.24,1.49,1.298,-0.913,0.721,-0.625,-1.01,-1.25,0.288,0
Negative_46,6.566,7.295,5.836,2.918,0.729,9.483,2.188,6.566,4.376,8.754,13.13,5.107,4.376,0.729,6.566,13.13,9.483,3.647,2.918,11.671,-0.565,-1.694,-4.768,-6.023,-6.023,-4.454,-0.251,0.439,-0.125,0.439,-0.69,-1.757,0
Negative_47,5.016,5.981,0.579,3.087,3.762,3.376,3.184,4.727,0.772,0.868,3.955,3.955,0.482,1.544,6.174,3.472,3.087,0.772,0.772,2.797,7.499,5.573,3.472,4.231,1.576,3.122,2.422,3.006,3.589,3.735,1.547,1.868,0
Negative_48,5.472,6.019,6.84,3.83,4.103,7.935,5.472,6.566,4.103,5.199,10.123,5.199,2.736,4.103,9.85,9.029,6.293,2.463,3.557,7.387,-2.616,-2.267,-5.988,-6.279,0.872,2.151,-1.047,-0.233,-0.465,1.047,-2.326,0.872,0
Negative_49,8.95,7.458,4.475,1.492,2.983,4.475,4.475,4.475,0.0,1.492,10.441,8.95,1.492,4.475,5.966,4.475,2.983,0.0,0.0,1.492,-4.793,-1.53,-1.772,2.376,0.081,-2.819,16.351,15.183,-5.88,-2.376,-1.53,6.162,0
Negative_50,8.057,5.755,4.604,1.152,3.453,20.717,3.453,14.962,0.0,10.359,9.208,4.604,1.152,4.604,11.51,9.208,5.755,0.0,4.604,9.208,-6.353,-7.876,-2.515,-0.265,-1.324,0.397,-2.78,3.111,-12.244,-2.316,-0.596,0.397,0
Negative_51,8.116,3.247,0.0,2.84,2.84,5.681,2.029,6.493,0.811,1.623,9.333,1.218,1.218,1.218,10.55,10.145,6.493,2.029,3.247,6.087,1.321,1.491,1.449,0.511,5.07,1.534,0.256,-3.153,-1.321,-0.128,4.474,3.281,0
Negative_52,5.622,8.434,1.323,3.969,3.803,4.796,3.638,9.426,2.15,1.654,9.426,3.969,1.158,2.811,9.591,9.922,2.811,1.819,2.315,5.126,1.875,2.438,-1.078,0.938,1.125,1.219,-3.938,-0.094,1.922,1.031,0.141,0.656,0
Negative_53,12.466,8.726,0.713,3.384,1.959,6.767,4.096,13.001,2.493,1.959,11.576,1.959,1.603,1.247,8.014,6.767,5.877,1.781,3.74,11.041,-3.275,-1.365,3.33,2.784,-2.566,-2.948,-0.273,-1.365,5.131,3.493,-7.915,-4.203,0
Negative_54,4.656,5.881,1.47,3.308,3.186,6.126,2.083,6.984,4.901,1.225,4.534,3.063,1.47,2.696,4.043,5.391,2.451,0.367,0.735,2.206,2.838,4.908,-0.467,1.703,3.907,4.474,-2.27,0.902,0.534,3.172,6.578,6.945,0
Negative_55,13.138,9.305,1.094,6.021,3.284,8.211,2.737,10.948,0.0,1.094,12.591,3.831,0.547,4.927,14.232,7.664,5.474,1.094,1.094,4.38,1.228,5.025,1.34,4.355,-7.984,-0.782,-5.025,-3.406,-5.472,-3.462,-0.335,2.848,0
Negative_56,8.045,5.517,2.988,5.517,2.988,6.436,4.827,7.815,5.057,2.988,12.642,4.137,2.529,2.988,5.517,8.045,6.206,3.678,1.609,4.368,-0.416,-0.364,1.818,4.519,1.922,2.442,-2.649,-0.935,-0.208,0.779,-8.364,-2.442,0
Negative_57,6.662,5.372,1.505,4.942,9.885,3.008,3.439,9.455,2.793,1.29,7.306,1.29,1.074,2.149,7.951,3.223,3.653,0.859,1.074,5.372,1.728,1.358,-0.288,0.082,2.963,0.494,4.115,4.568,0.864,2.305,-0.206,-0.288,0
Negative_58,8.973,7.717,1.077,3.41,1.077,6.281,2.333,7.358,1.436,1.256,6.101,1.795,0.718,2.333,11.126,8.614,3.23,0.359,0.18,2.692,0.82,4.215,-2.225,1.522,4.606,6.518,0.273,2.186,0.195,1.795,-0.546,2.576,0
Negative_59,3.762,4.341,2.605,2.605,2.026,5.209,2.605,4.051,2.605,4.051,3.762,4.63,1.447,2.605,5.209,8.392,5.209,0.29,2.026,2.894,-1.371,0.703,0.809,2.848,2.18,2.426,5.767,7.243,-0.457,2.672,2.496,4.36,0
Negative_60,6.962,5.511,4.93,5.367,3.626,7.541,4.496,5.367,2.611,4.786,16.243,6.381,2.9,2.756,6.526,9.427,6.237,1.305,2.756,6.381,-1.85,-2.578,-3.98,-3.924,2.971,3.139,-0.336,1.57,0.841,-1.289,-4.372,-2.298,0
Negative_61,8.018,3.563,2.673,4.9,4.009,8.463,3.118,3.563,6.236,4.9,11.581,8.463,4.454,5.345,4.9,9.354,8.909,1.336,1.782,5.791,-3.062,1.726,0.0,2.951,-1.949,-3.285,-0.891,-0.835,-4.232,-2.283,0.0,0.501,0
Negative_62,5.593,4.799,2.948,3.93,1.285,4.686,4.157,4.497,1.587,2.834,7.671,4.648,1.625,2.683,4.27,8.2,4.005,0.604,1.398,3.854,1.844,3.839,-0.677,1.242,2.936,3.764,3.387,3.5,-0.715,1.919,1.43,2.258,0
Negative_63,8.701,7.582,2.983,4.475,3.481,8.825,3.604,5.718,1.989,2.735,12.679,3.729,2.237,2.735,7.085,6.215,2.61,0.498,1.492,4.351,1.64,4.124,-1.828,-0.187,-1.593,2.765,-0.797,2.296,-1.593,2.437,-2.109,1.125,0
Negative_64,8.339,4.567,2.382,1.588,0.595,5.956,4.567,8.339,0.794,1.588,3.574,3.971,1.588,1.191,11.118,5.956,2.978,0.993,0.794,4.567,3.697,4.451,-0.226,0.943,3.772,5.394,2.112,3.055,1.433,1.169,-1.207,-0.038,0
Negative_65,10.913,11.713,0.798,2.396,0.532,5.59,2.396,7.719,1.597,1.863,5.59,0.532,0.266,2.928,8.252,3.993,1.597,1.065,1.597,2.928,-3.156,0.594,4.01,3.342,2.636,3.75,1.708,3.788,2.302,4.419,-0.557,2.896,0
Negative_66,6.417,5.013,1.203,2.406,0.802,6.016,2.807,3.008,1.404,0.401,2.406,3.61,1.003,0.401,5.013,5.214,2.005,1.203,1.604,2.206,4.413,4.142,2.274,3.871,3.249,7.011,2.815,6.145,3.682,5.983,0.677,1.597,0
Negative_67,19.347,0.379,1.138,1.138,0.569,10.053,1.707,6.449,0.19,0.0,0.379,5.311,0.19,1.138,6.639,6.07,1.138,0.0,0.0,1.138,1.606,6.927,2.173,6.329,-0.409,4.88,0.283,4.282,-0.0,6.675,-0.567,4.849,0
Negative_68,7.686,3.843,0.699,1.048,2.096,0.699,3.144,5.241,2.096,1.048,10.481,1.397,1.397,2.445,4.542,2.445,1.747,1.048,2.795,4.542,5.258,3.143,2.72,1.42,5.319,2.418,5.984,3.626,4.654,2.176,0.907,1.934,0
Negative_69,4.592,4.422,2.552,2.552,3.062,6.633,2.211,3.742,0.68,0.68,9.525,2.721,1.531,3.062,4.933,6.293,3.402,0.68,1.871,4.763,1.783,3.181,1.363,1.678,0.245,2.656,0.874,2.726,4.509,3.74,4.544,2.796,0
Negative_70,4.97,7.1,2.84,2.84,2.84,9.941,7.81,6.39,0.71,6.39,9.231,5.68,2.13,3.551,3.551,4.97,6.39,0.0,5.68,4.261,-2.481,1.848,-6.566,-7.588,2.091,-0.292,8.658,11.381,-4.329,-1.654,-0.097,1.751,0
Negative_71,5.708,4.403,1.305,1.794,2.12,1.142,1.468,2.283,1.794,1.794,9.296,1.794,1.305,2.773,1.794,4.567,3.099,0.816,1.305,4.403,5.881,2.913,4.177,1.456,4.177,4.177,6.348,4.672,4.04,2.611,2.858,1.731,0
Negative_72,6.28,6.5,1.983,3.746,2.644,7.051,3.746,6.831,1.873,2.865,7.822,4.187,0.661,2.755,5.619,6.06,3.857,2.314,1.653,4.958,2.836,4.379,1.668,1.251,-0.626,0.083,0.292,1.918,1.376,1.501,0.209,1.71,0
Negative_73,10.796,6.572,3.756,6.572,0.938,5.633,8.449,14.083,0.938,5.164,7.041,6.572,1.409,5.633,11.736,8.449,7.041,2.816,2.347,7.511,-8.457,-4.074,5.741,1.235,-3.58,0.802,1.481,0.309,-4.383,-3.148,-6.975,-2.407,0
Negative_74,4.991,3.494,5.989,2.995,0.749,2.995,2.995,13.476,1.747,1.747,5.241,1.747,5.989,2.495,14.474,8.984,2.745,1.248,2.995,2.995,1.982,1.982,1.216,1.486,-0.541,0.856,2.252,2.207,-1.982,-0.856,1.081,0.225,0
Negative_75,5.042,2.388,2.388,2.123,2.653,0.796,1.061,3.45,1.592,3.715,9.022,2.123,1.858,3.715,3.184,6.634,3.981,1.592,2.919,4.511,2.752,0.809,6.28,3.658,6.248,3.237,3.14,0.356,4.662,1.23,2.234,0.647,0
Negative_76,6.619,3.611,1.204,2.106,1.805,4.212,3.008,10.23,2.106,5.115,3.31,6.619,0.902,2.708,6.018,8.124,5.717,0.902,3.31,3.31,2.711,3.521,0.567,0.445,-0.445,0.405,3.197,0.121,3.926,2.752,0.931,0.931,0
Negative_77,7.264,4.305,1.883,1.614,2.152,1.345,3.229,5.65,1.883,1.614,6.458,3.767,2.152,1.883,5.112,7.533,4.574,1.077,0.538,4.574,0.926,0.686,4.837,3.499,2.744,3.602,5.214,2.676,0.926,1.029,4.185,1.063,0
Negative_78,3.496,2.913,1.165,6.993,8.741,2.913,4.079,4.662,6.41,3.496,3.496,11.071,1.748,4.662,6.993,2.913,2.331,0.0,1.165,5.245,3.253,4.647,-1.732,1.986,-3.76,1.605,2.957,3.971,0.887,4.52,-1.817,-1.014,0
Negative_79,6.171,4.227,2.367,2.283,0.761,2.789,3.465,5.917,2.113,3.297,6.762,3.55,1.69,3.719,11.581,13.102,8.031,1.184,0.676,3.804,2.8,1.444,0.175,-0.7,0.219,0.35,1.881,2.625,0.787,0.831,1.706,0.394,0
Negative_80,3.882,3.767,2.74,5.252,1.941,7.992,3.996,5.594,1.599,2.283,9.133,3.425,0.685,2.969,6.736,9.818,3.539,1.484,1.827,2.74,-1.506,2.32,0.285,3.744,-0.285,1.994,1.262,3.785,-0.448,2.523,2.32,2.605,0
Negative_81,6.181,2.609,2.06,1.854,0.481,4.601,8.928,3.502,1.58,5.425,5.631,5.493,2.06,0.824,8.172,11.743,10.369,0.206,1.03,8.034,2.542,2.542,-0.999,1.044,-0.0,1.044,1.543,2.133,0.726,0.726,-1.498,-0.59,0
Negative_82,3.939,2.462,1.477,3.939,0.0,8.371,5.417,4.432,0.0,2.462,3.447,1.477,1.477,1.477,5.417,3.939,1.97,0.0,0.0,2.954,0.656,3.416,2.87,5.739,3.307,9.265,-0.027,2.432,2.706,7.488,2.268,5.22,0
Negative_83,8.421,9.769,1.01,4.043,4.043,9.432,3.705,7.748,1.685,3.368,11.116,3.032,1.685,4.043,7.748,6.738,3.368,2.358,1.685,6.738,4.578,1.17,-5.188,-1.272,-3.103,-1.628,-0.203,0.356,2.747,1.272,-1.068,0.61,0
Negative_84,8.983,10.48,3.422,4.705,1.925,7.272,6.416,5.347,3.422,2.139,12.832,7.699,2.995,0.641,6.844,4.277,6.416,1.925,1.925,7.058,-6.99,0.213,-0.427,1.281,-0.8,2.295,0.374,3.949,-0.64,-0.747,-4.162,-1.067,0
Negative_85,6.055,6.56,1.262,3.28,3.028,6.56,8.074,7.064,1.262,0.505,6.813,5.551,0.505,1.766,6.813,9.84,3.785,2.271,0.505,5.046,-1.601,2.293,-2.12,0.692,3.592,1.428,1.168,4.414,3.072,4.587,-2.813,-1.255,0
Negative_86,6.679,2.695,1.055,1.289,1.758,1.523,1.289,4.453,1.641,2.109,8.671,0.938,1.406,2.461,3.398,3.867,2.929,1.289,2.344,4.453,5.765,3.487,3.431,1.997,5.371,2.756,6.805,3.515,2.756,2.39,3.684,1.8,0
Negative_87,14.581,10.314,0.711,4.624,3.557,8.891,2.845,12.092,4.268,0.711,13.87,0.711,1.778,4.624,8.18,6.402,5.691,1.067,1.067,8.891,-2.298,0.46,-4.25,-4.423,-0.172,-0.574,-0.517,4.48,1.034,-1.379,-5.169,-2.068,0
Negative_88,3.812,5.269,1.233,3.588,1.682,4.821,3.476,3.924,2.355,0.785,7.512,4.26,1.458,2.131,5.83,9.418,3.14,0.336,0.897,2.803,1.924,5.086,-0.241,3.436,1.89,4.399,2.199,4.467,-0.309,2.268,1.478,4.674,0
Negative_89,7.473,2.906,6.851,2.491,0.83,4.152,4.775,22.835,2.076,2.076,4.775,3.529,0.623,2.906,5.397,13.909,3.529,2.284,1.661,3.737,-1.285,-0.247,-4.545,-1.779,1.729,2.569,4.496,6.225,-1.976,-0.593,-2.322,-1.087,0
Negative_90,10.089,7.311,1.755,3.948,2.047,5.556,3.363,10.966,2.34,1.755,11.551,1.609,0.731,3.801,10.235,8.48,6.726,1.609,1.901,7.749,-2.795,1.605,5.124,3.002,-2.588,-2.588,-1.915,-2.019,-2.433,-1.449,1.087,1.449,0
Negative_91,2.112,3.432,2.112,2.904,2.376,5.015,3.696,0.792,1.848,1.584,5.015,5.808,0.792,2.376,5.28,2.64,2.376,0.264,1.584,4.224,6.382,5.229,3.346,0.815,3.655,4.639,2.305,3.514,3.317,3.289,2.924,4.358,0
Negative_92,6.589,7.844,2.04,4.236,1.569,5.178,4.236,7.217,2.196,0.785,12.081,1.883,0.471,0.471,10.668,7.688,2.668,1.412,1.099,4.707,-4.167,-0.978,-0.68,-0.893,5.697,5.612,-2.381,0.255,4.422,2.721,2.466,2.891,0
Negative_93,5.479,3.247,1.623,2.841,2.638,2.232,2.029,3.044,2.435,1.623,9.74,1.623,1.421,4.058,2.435,4.667,2.435,2.435,2.435,6.494,4.773,4.448,4.935,4.838,3.019,1.136,-0.974,-1.591,3.474,0.779,4.935,5.292,0
Negative_94,9.692,9.457,1.655,5.437,1.891,7.092,4.728,10.638,2.6,3.546,12.057,4.255,1.655,3.546,10.166,6.383,6.383,2.6,1.891,10.402,-3.772,-0.929,-4.933,-0.987,2.322,8.938,-5.398,-3.424,-3.192,-1.103,-2.728,-0.871,0
Negative_95,6.494,3.711,1.391,1.856,0.928,2.319,0.464,7.422,1.856,5.103,6.958,2.319,0.928,1.856,2.783,5.566,2.319,0.0,0.464,2.783,-0.115,-0.029,5.436,2.847,6.212,4.142,8.513,3.854,3.538,2.157,4.487,1.438,0
Negative_96,5.043,3.88,0.776,1.358,1.939,2.328,4.267,5.819,1.552,1.358,15.13,0.582,0.776,2.134,3.492,5.819,2.91,1.164,1.358,4.85,4.691,1.331,2.894,0.333,7.086,5.023,6.221,2.595,2.428,-0.233,1.198,-0.1,0
