seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Negative_10,0.921,0.0,2.304,1.843,1.382,0.461,2.304,1.843,0.0,5.069,6.451,0.921,0.921,5.069,0.461,3.686,3.686,0.461,1.382,5.069,3.097,2.278,5.132,3.694,7.366,5.132,5.198,4.512,5.463,2.256,6.813,4.822,0
Negative_11,6.229,4.449,0.0,2.669,2.669,3.559,0.0,7.119,3.559,1.78,12.458,2.669,0.89,4.449,6.229,8.898,4.449,2.669,1.78,7.119,10.916,7.194,2.3,-1.631,0.711,-1.004,-3.513,0.669,1.338,3.095,-1.046,-2.677,0
Negative_12,3.682,5.259,0.526,2.629,2.104,5.785,3.156,5.259,2.104,2.104,4.734,1.578,1.052,1.052,2.104,3.156,1.578,1.052,0.526,3.682,6.109,4.648,4.17,4.861,1.355,3.984,3.24,3.825,2.311,4.993,1.992,5.392,0
Negative_13,6.22,3.732,2.488,2.488,2.488,3.732,4.976,8.708,2.488,3.732,4.976,3.732,1.244,1.244,6.22,6.22,4.976,0.0,2.488,0.0,-6.457,-0.108,1.154,2.886,10.606,6.89,0.974,3.644,-3.283,4.076,4.149,3.319,0
Negative_14,10.048,4.689,1.34,3.349,5.359,2.679,4.02,8.709,5.359,2.01,8.038,2.01,4.02,2.679,18.756,12.058,4.689,4.02,0.67,4.02,0.163,0.38,-3.364,-1.953,4.666,-0.271,-0.434,-2.821,-1.953,-0.488,-0.76,-1.682,0
Negative_15,5.985,9.725,3.74,2.244,1.496,7.481,6.733,22.444,2.993,4.489,14.963,5.985,3.74,1.496,9.725,9.725,9.725,6.733,0.747,5.236,-3.791,-2.302,-10.088,-5.687,0.406,-2.302,-5.687,-1.354,-3.182,1.286,-1.422,-1.286,0
Negative_16,6.418,4.813,0.0,0.0,9.628,3.209,3.209,3.209,1.605,4.813,14.441,0.0,3.209,0.0,6.418,6.418,3.209,3.209,0.0,8.023,-2.66,1.227,11.293,2.7,5.974,0.777,0.409,-0.327,3.519,-3.928,-2.005,1.187,0
Negative_17,9.906,3.963,1.981,1.981,1.981,0.0,1.981,5.944,11.887,1.981,7.925,3.963,1.981,11.887,7.925,15.849,15.849,3.963,3.963,1.981,-10.462,-8.708,4.676,3.331,-10.111,-8.065,3.273,3.916,-1.286,-3.507,4.267,5.786,0
Negative_18,21.995,13.197,6.598,10.997,4.4,4.4,2.2,13.197,6.598,4.4,19.795,4.4,6.598,8.798,17.597,13.197,4.4,2.2,2.2,6.598,5.213,-3.388,-18.593,-6.169,-11.99,-7.298,-8.601,-5.213,2.433,-2.954,-13.206,-3.997,0
Negative_19,4.665,1.166,0.0,1.166,3.499,1.166,3.499,5.832,2.333,3.499,13.995,1.166,1.166,3.499,4.665,10.496,4.665,2.333,0.0,3.499,8.858,5.278,3.218,1.229,2.675,1.048,4.338,3.832,1.302,-0.036,-0.832,-3.218,0
Negative_20,6.872,3.123,3.123,0.624,2.499,1.874,3.748,3.748,0.624,2.499,8.745,1.249,3.123,2.499,9.37,6.246,6.872,2.499,0.624,5.622,7.029,3.439,-3.477,1.323,-2.797,-1.285,1.398,1.436,6.198,2.759,4.724,3.666,0
Negative_21,3.959,11.876,7.918,0.0,3.959,7.918,3.959,11.876,7.918,7.918,31.671,0.0,3.959,3.959,7.918,11.876,19.794,3.959,3.959,3.959,-12.747,-8.234,-6.097,-4.355,1.742,-0.475,2.771,-10.53,-7.68,3.959,-12.352,-4.355,0
Negative_22,8.267,7.086,0.0,3.543,4.133,4.133,5.314,6.495,5.905,1.181,11.809,2.952,1.181,1.771,14.761,8.267,2.952,1.181,0.59,4.724,-3.85,0.144,2.936,1.829,-3.561,0.577,-2.021,-0.096,5.245,5.871,-2.791,-0.529,0
Negative_23,6.418,0.0,4.279,2.139,0.0,8.557,0.0,8.557,2.139,2.139,8.557,0.0,4.279,2.139,10.697,6.418,0.0,0.0,0.0,4.279,1.694,5.789,4.589,4.13,5.93,7.271,-4.024,-2.083,5.118,3.071,-2.541,0.459,0
Negative_24,5.386,1.346,0.0,0.0,6.732,2.693,2.693,1.346,6.732,4.039,9.424,6.732,2.693,2.693,2.693,4.039,4.039,4.039,4.039,12.117,2.17,2.379,2.254,2.379,-1.085,-0.668,4.883,4.758,0.835,8.681,-3.673,-6.386,0
Negative_25,8.051,3.39,1.271,2.966,2.119,4.238,4.662,9.747,2.966,2.543,8.9,3.39,1.695,3.39,9.747,12.289,5.085,3.39,0.424,6.357,4.106,0.87,1.884,1.449,-2.995,-1.159,-1.594,-0.725,1.111,0.29,-0.821,0.966,0
Negative_26,1.177,2.355,2.355,2.355,2.355,4.71,1.177,2.355,3.533,7.065,7.065,0.0,2.355,2.355,4.71,4.71,2.355,3.533,0.0,8.243,5.052,3.918,-2.234,-3.238,-2.688,-1.263,1.133,0.842,8.744,13.18,3.886,7.902,0
Negative_27,1.178,7.067,2.356,1.178,2.356,1.178,3.534,7.067,1.178,1.178,12.956,3.534,2.356,2.356,9.422,3.534,8.245,2.356,4.711,3.534,6.745,8.371,4.876,3.616,0.528,-3.779,4.185,0.163,-7.314,-4.551,2.885,3.007,0
Negative_28,12.031,0.0,2.407,2.407,2.407,9.624,7.219,12.031,2.407,0.0,4.812,4.812,2.407,7.219,9.624,9.624,7.219,0.0,0.0,7.219,1.655,1.707,-5.07,0.569,-6.363,-4.397,-10.76,-6.26,7.191,9.105,5.225,3.932,0
Negative_29,8.564,7.246,3.294,0.659,3.953,3.294,4.611,6.587,4.611,0.659,10.54,1.976,1.317,3.953,8.564,11.857,4.611,1.976,0.0,2.635,-0.773,0.955,2.227,2.955,7.0,2.864,-1.727,-0.227,-1.909,1.727,-4.045,0.045,0
Negative_30,9.745,10.354,0.0,1.219,3.655,1.827,1.827,11.572,4.263,1.219,11.572,2.436,0.609,4.263,9.136,12.182,3.045,3.045,0.609,6.091,-11.1,-4.292,-1.579,0.937,7.153,3.651,3.897,2.516,2.072,-1.973,-0.197,0.247,0
Negative_31,5.309,4.129,4.916,3.146,2.163,3.932,5.505,7.866,3.932,1.967,3.736,1.573,3.343,2.163,10.028,9.242,4.719,0.394,6.489,5.702,1.625,2.708,-0.812,0.181,0.767,-0.226,3.7,0.496,-0.451,-1.625,1.534,1.85,0
Negative_32,6.494,6.494,0.0,0.0,7.792,1.298,5.195,10.39,2.598,2.598,6.494,0.0,1.298,3.896,11.689,12.988,2.598,5.195,1.298,7.792,-4.998,-1.105,2.451,-0.096,-1.922,1.586,3.7,-0.961,0.432,4.901,1.586,-1.682,0
Negative_33,0.0,0.0,0.0,9.392,0.0,0.0,9.392,9.392,0.0,0.0,9.392,9.392,0.0,0.0,18.785,37.569,0.0,0.0,0.0,18.785,9.402,5.678,-9.28,-2.198,-22.833,-16.606,-17.643,-9.402,12.149,10.379,10.134,8.12,0
Negative_34,6.275,9.127,1.141,1.141,7.415,5.134,3.993,11.978,2.852,0.57,7.415,3.993,1.141,2.282,13.689,10.267,3.993,3.993,1.141,3.423,-2.12,1.312,-0.858,3.937,-0.202,-0.606,-2.726,0.858,-5.856,-1.716,2.978,4.038,0
Negative_35,4.11,5.871,4.99,6.164,2.936,5.577,6.164,5.871,1.467,4.99,10.861,7.338,1.761,4.11,9.98,7.632,8.218,2.348,2.054,4.11,-0.32,3.57,-2.291,-1.385,-0.906,1.598,-0.32,0.107,-5.221,-2.983,1.598,-0.0,0
Negative_36,4.371,7.868,3.497,2.623,2.623,1.748,2.623,5.245,3.497,4.371,7.868,5.245,1.748,3.497,4.371,6.12,5.245,3.497,4.371,3.497,-6.043,-2.728,3.903,4.154,7.386,1.637,-4.7,-3.063,8.309,10.785,0.378,-3.945,0
Negative_37,4.565,5.054,3.75,1.793,1.957,4.891,4.238,5.706,3.912,3.261,6.195,5.054,2.608,1.793,3.587,6.032,5.217,1.141,0.652,4.728,0.761,-0.152,4.872,3.807,3.236,4.035,0.99,1.751,1.637,1.523,0.495,0.914,0
Negative_38,5.387,3.183,2.448,1.959,1.224,6.367,7.835,7.835,4.407,3.918,8.325,1.714,1.714,5.632,12.978,12.978,6.121,0.49,3.183,8.571,2.763,0.531,2.922,0.903,-0.159,-1.966,-1.116,-2.338,-0.478,-2.285,-3.135,-1.913,0
Negative_39,9.574,1.596,3.192,1.596,0.0,3.192,1.596,6.383,3.192,7.978,12.766,1.596,4.788,0.0,3.192,12.766,4.788,1.596,4.788,1.596,7.195,3.404,-0.905,-0.302,2.111,-2.327,-1.551,-2.93,2.671,1.551,1.939,2.973,0
Negative_40,16.94,0.0,11.293,0.0,0.0,0.0,5.647,0.0,0.0,11.293,16.94,5.647,0.0,5.647,5.647,22.586,5.647,0.0,5.647,0.0,-7.849,-1.299,1.129,-5.251,-1.073,3.388,14.342,7.453,-1.976,-3.388,-7.849,-10.559,0
Negative_41,10.177,5.088,5.088,0.0,3.393,3.393,7.633,8.481,5.088,5.937,11.025,3.393,5.088,1.696,5.937,7.633,9.329,0.848,0.848,3.393,2.638,-1.086,-5.277,-0.983,1.707,3.363,2.121,1.966,-5.329,-4.397,2.069,-0.259,0
Negative_42,9.817,7.363,2.454,2.454,0.0,0.0,4.909,7.363,2.454,4.909,22.091,2.454,7.363,2.454,24.545,9.817,12.272,0.0,0.0,4.909,-8.743,-6.892,-2.361,0.128,-3.127,-2.616,-1.978,2.234,-8.105,-6.382,8.488,1.723,0
Negative_43,5.012,5.012,1.671,1.671,3.342,6.683,8.354,6.683,0.0,10.024,10.024,3.342,1.671,1.671,5.012,5.012,11.694,1.671,5.012,5.012,-5.816,-8.773,4.879,7.097,-4.386,-3.795,-3.499,3.45,14.835,5.619,-4.83,-3.351,0
Negative_44,5.953,4.814,5.021,4.115,2.588,5.383,4.736,8.385,2.976,6.159,10.584,3.286,1.811,4.4,5.564,9.678,6.78,1.656,2.51,9.032,-0.474,0.527,2.847,0.633,-1.107,-1.634,-1.002,-1.423,-0.158,-1.265,-1.371,-1.002,0
Negative_45,0.0,3.289,2.193,1.096,0.0,0.0,9.866,14.25,0.0,0.0,0.0,4.384,0.0,0.0,28.501,3.289,0.0,0.0,0.0,0.0,-1.438,4.112,4.38,4.447,3.377,5.416,-0.869,2.708,3.778,3.678,0.0,3.544,0
Negative_46,6.047,3.628,3.628,0.0,0.0,6.047,2.419,0.0,2.419,1.21,5.442,6.047,4.837,0.0,4.837,5.442,6.651,1.21,0.604,3.023,6.857,3.619,1.905,0.984,4.095,3.206,2.349,-2.73,1.651,-0.095,8.127,6.54,0
Negative_47,2.297,4.134,0.918,3.675,3.216,1.837,3.675,3.675,1.837,2.297,7.809,5.512,1.837,2.756,5.972,4.593,3.216,0.0,1.378,4.134,2.882,1.813,6.315,3.174,2.947,1.036,4.469,2.655,1.846,2.558,2.396,3.141,0
Negative_48,1.642,4.927,1.642,2.463,5.747,3.285,1.642,7.39,4.927,2.463,11.495,1.642,2.463,0.821,6.569,8.211,1.642,1.642,1.642,5.747,5.538,3.588,-0.156,-2.535,-6.045,-3.51,1.911,4.485,8.892,10.725,-2.067,1.17,0
Negative_49,3.498,6.298,3.498,6.298,1.4,2.799,4.199,6.298,3.498,2.799,7.697,3.498,1.4,0.699,6.998,10.496,4.898,1.4,3.498,5.598,1.952,2.69,1.996,3.774,-1.215,1.085,-3.297,0.694,0.174,-2.299,3.384,4.295,0
Negative_50,4.396,9.892,2.198,4.396,1.099,3.297,3.297,3.297,3.297,1.099,3.297,2.198,2.198,1.099,6.595,5.496,4.396,0.0,1.099,4.396,12.94,10.057,-5.23,-0.268,-0.603,2.917,2.715,7.409,1.844,2.548,-0.335,-1.039,0
Negative_51,2.934,0.978,4.889,1.956,2.934,1.956,3.912,1.956,1.956,2.934,9.779,0.0,5.868,3.912,2.934,6.845,4.889,0.978,2.934,2.934,0.034,2.733,1.923,0.641,2.767,5.027,0.304,-0.304,3.745,2.395,6.275,6.984,0
Negative_52,0.0,0.0,12.33,12.33,0.0,24.661,0.0,36.991,0.0,0.0,12.33,0.0,0.0,0.0,12.33,0.0,0.0,0.0,12.33,0.0,3.453,48.89,-3.391,12.022,-8.015,-20.9,-12.639,-26.387,-7.152,-12.145,3.021,-0.062,0
Negative_53,9.611,0.0,0.0,0.0,0.0,9.611,0.0,9.611,0.0,9.611,0.0,0.0,0.0,0.0,9.611,0.0,19.222,0.0,9.611,19.222,2.355,0.384,1.922,1.73,3.22,-4.998,18.02,2.162,7.208,-17.251,-6.247,-4.613,0
Negative_54,18.501,0.0,13.876,4.626,0.0,13.876,0.0,9.251,0.0,13.876,9.251,4.626,4.626,0.0,0.0,0.0,9.251,0.0,0.0,4.626,-7.979,-12.872,3.617,-8.351,-3.67,-9.628,14.149,29.521,8.617,-6.436,-5.957,-7.394,0
Negative_55,22.584,0.0,22.584,0.0,0.0,22.584,22.584,0.0,0.0,0.0,45.167,0.0,0.0,0.0,0.0,0.0,45.167,0.0,0.0,0.0,15.808,9.846,-23.758,-22.313,-43.27,-27.1,-9.666,6.594,21.229,-3.162,3.794,-8.672,0
Negative_56,0.0,4.806,4.806,4.806,0.0,4.806,4.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.806,4.806,0.0,0.0,0.0,4.806,1.884,3.441,-5.479,6.536,7.997,-0.942,0.769,4.306,5.383,11.457,20.684,5.517,0
Negative_57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.028,0.0,4.028,4.028,0.0,0.0,4.028,4.028,0.0,4.028,0.0,4.028,4.028,7.846,6.283,7.33,4.124,8.249,6.074,7.411,6.702,5.397,3.045,6.718,-1.402,0
Negative_58,-0.0,-0.0,-0.0,-101.239,-0.0,-0.0,-50.62,-0.0,-0.0,-0.0,-50.62,-0.0,-0.0,-0.0,-101.239,-50.62,-0.0,-0.0,-0.0,-101.239,-44.875,-106.834,17.54,21.412,30.524,25.057,30.524,50.569,98.633,150.114,165.376,117.54,0
Negative_59,0.0,22.701,22.701,0.0,0.0,0.0,22.701,22.701,0.0,0.0,22.701,22.701,0.0,0.0,22.701,0.0,0.0,0.0,0.0,68.104,-27.469,0.227,-6.697,-28.036,-107.378,-66.402,-37.571,-7.491,77.412,73.212,-11.124,14.302,0
Negative_60,0.0,0.0,17.97,17.97,0.0,0.0,0.0,17.97,0.0,0.0,17.97,0.0,0.0,0.0,17.97,0.0,17.97,0.0,0.0,17.97,-25.597,-11.069,2.767,-1.572,21.824,3.019,-39.811,-33.711,39.182,17.484,-3.522,5.22,0
Negative_61,12.257,0.0,0.0,0.0,0.0,0.0,0.0,12.257,0.0,12.257,0.0,12.257,0.0,0.0,24.514,12.257,0.0,0.0,0.0,24.514,20.96,8.329,-8.274,-3.254,-34.142,-23.828,-23.442,-16.933,19.36,-0.552,40.265,11.197,0
Negative_62,0.0,9.833,19.665,9.833,0.0,9.833,0.0,0.0,0.0,0.0,0.0,0.0,9.833,9.833,9.833,0.0,9.833,0.0,0.0,0.0,6.858,13.186,0.044,1.681,1.062,9.115,-23.938,-21.726,16.637,-4.867,10.0,3.451,0
Negative_63,43.374,0.0,14.458,0.0,0.0,14.458,0.0,14.458,14.458,0.0,0.0,0.0,0.0,0.0,0.0,14.458,0.0,0.0,0.0,14.458,-6.441,0.911,-1.887,-6.181,-3.643,3.578,2.602,-1.757,-18.803,-20.625,17.502,4.619,0
Negative_64,9.123,3.041,0.0,1.014,4.055,1.014,3.041,10.137,2.028,1.014,13.178,1.014,5.069,0.0,9.123,7.096,4.055,1.014,0.0,2.028,2.273,1.348,1.156,0.116,3.582,4.006,1.464,2.119,4.854,1.656,0.616,-0.231,0
Negative_65,6.787,12.215,0.0,1.357,2.715,4.072,2.715,2.715,2.715,4.072,5.429,5.429,2.715,4.072,6.787,5.429,4.072,1.357,1.357,9.501,12.398,9.064,-2.993,-9.106,-0.599,-3.634,-10.133,-2.864,8.593,5.772,3.677,4.318,0
Negative_66,5.029,7.041,0.503,2.515,4.526,3.52,1.509,6.035,3.017,1.006,12.07,3.52,1.006,4.023,4.023,4.526,5.532,1.509,1.509,7.041,-1.589,-4.489,2.424,1.629,3.695,4.092,1.907,2.225,4.013,3.735,1.232,1.669,0
Negative_67,10.83,12.635,1.805,0.0,1.805,0.0,1.805,5.415,1.805,1.805,16.245,0.0,1.805,0.0,16.245,16.245,10.83,1.805,0.0,5.415,0.905,0.479,-7.508,-8.36,1.331,1.864,-0.16,2.236,-7.029,-0.373,8.094,2.023,0
Negative_68,12.168,2.028,0.0,2.704,1.352,3.38,4.732,7.436,0.676,0.0,6.084,0.676,0.0,1.352,14.872,11.492,4.056,2.028,2.704,6.084,2.431,1.006,0.88,0.084,3.479,2.892,1.593,-1.174,-0.21,1.341,3.269,0.587,0
Negative_69,12.9,11.908,3.969,8.931,1.985,12.9,3.969,9.923,2.977,3.969,15.877,2.977,1.985,4.961,7.938,8.931,2.977,1.985,1.985,11.908,-5.87,2.901,-10.661,-8.772,-10.931,-2.024,-8.367,-7.018,-1.552,2.901,1.822,12.618,0
Negative_70,8.79,6.133,1.431,3.68,1.431,5.519,4.906,6.337,1.84,2.044,6.746,2.453,0.817,1.431,3.68,4.906,4.088,1.84,3.066,4.906,0.798,1.369,1.749,1.331,3.878,2.966,2.738,0.228,3.08,1.635,2.814,1.369,0
Negative_71,9.639,7.436,2.754,2.754,1.652,5.784,4.407,9.639,3.58,2.203,12.118,1.928,1.928,3.856,5.508,3.305,6.334,2.203,4.407,10.19,-1.372,-0.356,-3.506,-2.287,2.337,1.778,5.03,2.795,6.047,0.407,-8.892,-3.608,0
Negative_72,8.541,8.265,1.102,3.03,1.929,4.959,4.959,6.888,1.378,1.653,7.438,3.306,2.204,2.479,7.163,5.51,3.306,0.827,2.204,4.959,0.903,4.351,-5.542,-2.833,0.452,1.847,2.956,0.164,4.392,3.325,2.997,4.885,0
Negative_73,6.004,5.253,6.004,6.754,1.501,2.251,3.752,6.754,3.752,5.253,6.004,2.251,2.251,2.251,8.255,8.255,8.255,0.0,1.501,3.752,6.258,3.332,-3.557,1.351,-8.285,-9.5,-9.275,-3.152,5.763,4.548,12.877,9.59,0
Negative_74,7.472,7.797,4.224,3.898,2.599,5.523,3.249,6.498,3.573,4.548,14.944,4.548,3.249,6.822,9.747,6.172,6.822,3.249,3.898,5.847,0.516,0.459,-2.122,-3.956,1.72,4.702,2.924,4.472,-8.888,-7.798,-1.319,-5.39,0
Negative_75,4.047,1.75,1.969,2.734,0.984,2.078,1.969,4.593,0.656,2.953,8.64,3.062,1.093,3.718,3.171,4.265,3.828,1.422,2.406,4.702,6.034,3.963,4.083,2.071,4.533,2.582,4.143,2.852,2.101,2.041,3.723,1.831,0
Negative_76,6.252,4.81,3.607,4.328,2.645,7.214,4.81,7.695,2.886,4.328,10.34,6.252,3.127,3.847,7.214,6.493,6.493,1.442,3.607,7.214,3.975,2.72,-2.772,-0.732,-4.655,-3.086,-2.354,1.726,1.412,1.935,-2.354,-0.418,0
Negative_77,4.174,2.524,2.815,2.233,1.165,2.136,2.233,2.621,0.873,3.689,5.436,3.689,1.262,2.912,2.427,5.922,4.757,1.359,1.747,3.301,6.1,4.983,2.405,2.405,3.322,3.236,4.725,3.15,3.036,1.546,4.381,3.436,0
Negative_78,8.533,7.42,1.484,5.936,2.968,5.936,8.533,8.162,5.194,3.71,10.759,4.452,3.71,4.452,9.645,8.162,2.968,2.596,3.338,10.387,-6.036,1.42,0.947,1.598,-6.568,-8.284,-5.266,-3.314,1.834,0.355,0.651,4.32,0
Negative_79,11.228,6.882,3.984,4.708,1.811,7.244,5.795,7.606,3.622,1.811,11.953,1.811,2.898,7.244,9.417,7.244,7.244,0.362,3.984,8.693,1.733,-0.578,-6.181,-4.91,0.693,-0.347,-0.231,-3.293,-0.751,1.618,-1.56,-1.733,0
Negative_80,8.007,2.324,2.841,4.39,4.133,5.165,1.808,9.298,2.066,6.715,7.49,8.264,2.841,3.874,5.165,5.94,5.682,0.516,1.033,9.298,-0.387,-2.373,-0.387,-1.985,3.487,1.259,0.048,0.097,1.985,-0.969,0.726,1.646,0
Negative_81,6.927,7.292,1.458,3.282,0.729,1.458,3.282,5.469,1.094,1.458,5.469,4.74,1.823,2.552,5.105,7.292,2.552,0.729,1.823,2.917,0.776,1.619,5.565,6.138,5.632,5.329,3.069,2.293,3.575,3.305,-1.99,-2.766,0
Negative_82,6.839,5.927,2.736,5.7,4.103,5.243,2.736,7.295,1.823,5.015,14.362,4.331,2.736,5.015,7.979,11.626,4.559,1.823,2.28,7.523,-4.55,-0.987,-3.399,-1.096,0.11,0.219,1.919,1.974,-0.987,-0.932,-0.274,-1.645,0
Negative_83,3.331,2.725,1.212,2.271,1.817,3.483,1.666,4.996,3.028,4.088,6.208,1.666,1.817,4.845,3.028,4.088,1.666,1.363,1.817,3.331,2.513,2.601,4.413,2.718,4.15,2.542,5.698,5.026,3.974,2.659,2.776,2.484,0
Negative_84,9.692,9.457,1.655,5.437,1.891,7.092,4.728,10.638,2.6,3.546,12.057,4.255,1.655,3.546,10.166,6.383,6.383,2.6,1.891,10.402,-3.772,-0.929,-4.933,-0.987,2.322,8.938,-5.398,-3.424,-3.192,-1.103,-2.728,-0.871,0
Negative_85,9.418,6.648,1.108,2.77,6.094,4.986,4.432,3.878,0.554,0.554,11.634,1.662,2.216,1.662,5.54,2.77,3.878,0.0,1.108,2.216,3.583,3.583,-4.132,-2.742,8.556,6.179,5.375,4.388,-1.755,2.194,-1.024,2.669,0
Negative_86,8.347,6.382,3.437,4.173,4.173,7.856,5.156,10.31,5.156,6.628,11.538,6.382,4.664,6.873,7.61,7.61,6.873,1.228,2.7,9.083,-3.407,-1.956,-5.994,-7.445,2.271,1.514,2.524,4.416,-2.902,-3.659,-5.994,-5.552,0
Negative_87,5.653,8.883,0.808,1.615,1.615,4.442,4.442,7.672,0.808,2.423,9.287,6.865,1.615,1.212,7.268,4.442,3.23,2.019,1.615,4.442,-0.161,2.25,-2.491,-2.29,-0.04,-0.121,1.808,2.491,5.183,6.067,2.692,4.259,0
Negative_88,3.002,4.074,2.788,3.432,1.716,4.932,4.718,4.504,3.86,4.29,10.294,3.432,1.502,4.074,5.79,11.796,5.79,1.502,2.574,5.576,-0.493,1.076,-1.076,0.224,4.348,2.555,1.479,0.896,2.331,1.793,-0.583,-2.196,0
Negative_89,5.205,4.988,3.579,4.012,1.735,9.542,6.832,5.205,2.168,4.012,11.82,4.771,2.278,2.82,5.747,11.82,6.18,0.325,1.626,4.446,0.545,4.163,-1.734,-0.099,-0.347,1.883,-3.32,0.545,-2.527,-0.644,0.297,2.131,0
Negative_90,4.778,3.549,1.365,0.955,1.775,1.501,2.457,3.549,2.048,2.457,10.784,1.501,1.092,4.368,3.003,3.413,3.14,1.911,2.457,3.686,4.544,3.109,2.78,3.288,3.468,1.555,5.112,3.857,4.484,3.737,2.631,1.644,0
Negative_91,5.208,5.952,0.992,4.96,2.48,2.976,1.984,3.224,1.736,0.248,3.224,2.232,1.24,2.48,3.472,2.48,2.728,1.24,0.744,1.24,2.796,4.423,4.169,2.898,-0.33,3.457,7.219,10.549,3.864,4.804,2.237,3.076,0
Negative_92,7.208,6.098,3.327,5.821,4.436,6.931,3.881,8.317,4.436,5.544,7.208,6.098,2.495,3.05,5.821,6.098,6.931,1.663,4.158,7.485,-2.247,-0.482,-8.186,-2.515,-0.535,-0.054,3.638,2.675,-2.675,2.408,0.749,0.214,0
Negative_93,9.626,6.931,0.77,5.198,3.85,6.738,4.236,5.968,2.311,1.733,12.899,2.888,1.155,4.236,7.316,8.856,3.658,1.925,1.348,4.236,0.719,2.109,-6.807,-4.746,1.678,2.972,1.294,1.342,-0.911,0.288,2.876,3.308,0
Negative_94,8.118,4.11,2.005,3.709,2.706,5.512,7.116,9.622,1.904,2.305,8.72,4.009,2.205,2.806,7.416,8.118,3.709,0.802,3.308,4.009,1.337,0.553,0.645,-1.89,3.504,2.167,-0.138,-0.092,1.337,-0.369,0.784,-0.046,0
Negative_95,8.151,8.151,3.762,5.016,1.254,5.642,3.135,7.523,0.627,0.627,13.793,2.507,3.135,3.762,7.523,10.658,3.762,1.254,1.254,4.388,1.823,1.775,-0.432,1.055,0.384,1.871,-0.48,-0.528,-4.988,-1.103,0.384,4.317,0
