seq_name,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,druggable
Negative_25,1.682,1.041,0.28,0.691,0.3,0.731,0.631,1.622,0.31,0.14,1.402,0.731,0.18,0.541,2.233,1.752,0.701,0.09,0.37,0.621,13.989,13.652,13.636,13.965,14.173,14.535,0
Negative_26,2.93,0.163,0.488,0.488,0.488,0.977,0.325,3.581,0.163,0.651,2.605,0.977,0.651,0.814,0.325,2.442,0.814,0.325,0.488,1.465,12.306,13.332,12.337,14.274,12.369,14.221,0
Negative_27,1.466,1.639,0.086,0.345,0.518,0.776,0.431,0.949,0.863,0.086,1.208,0.518,0.173,0.431,2.847,1.294,0.518,0.0,0.259,0.431,15.289,14.258,13.205,14.622,14.451,13.338,0
Negative_28,1.271,0.924,0.52,0.635,0.52,1.098,0.809,1.271,0.058,0.289,2.831,0.231,0.058,0.289,1.098,1.502,0.52,0.347,0.231,0.462,14.693,15.351,12.8,14.468,14.027,13.698,0
Negative_29,1.155,1.034,0.274,0.76,0.304,0.395,0.578,1.368,0.517,0.456,1.429,0.882,0.213,0.304,1.672,1.125,1.034,0.274,0.334,1.216,14.181,13.1,14.901,13.713,15.314,13.468,0
Negative_30,1.731,0.999,0.1,0.633,0.433,0.566,0.733,0.866,0.533,0.799,2.564,0.233,0.4,1.132,1.132,1.066,0.999,0.166,0.333,1.365,13.527,14.299,13.846,13.376,13.795,14.374,0
Negative_31,0.897,0.769,0.726,0.897,0.299,1.025,1.111,0.812,0.513,0.427,1.324,1.153,0.214,0.513,0.94,1.495,1.153,0.384,0.128,0.47,12.596,13.534,14.51,14.556,14.617,14.937,0
Negative_32,0.818,1.146,0.409,0.491,0.164,1.227,0.655,1.227,0.327,0.655,0.736,0.818,0.327,0.573,0.573,1.882,0.491,0.245,0.245,0.327,14.945,14.111,13.805,14.632,14.205,14.965,0
Negative_33,0.724,1.278,0.043,0.554,0.469,0.767,0.469,0.767,0.426,0.469,2.641,0.426,0.554,0.17,0.852,1.022,0.724,0.341,0.256,0.937,15.276,14.79,13.568,14.817,13.477,14.186,0
Negative_34,1.421,1.053,0.579,0.737,0.053,1.316,0.842,0.684,0.369,0.632,1.263,0.79,0.421,0.421,1.263,1.579,1.527,0.0,0.474,0.895,12.901,15.414,14.051,13.121,13.545,14.647,0
Negative_35,2.156,1.058,0.196,0.549,0.274,0.902,0.588,1.333,0.353,0.941,1.098,0.353,0.314,0.706,1.764,1.215,0.784,0.157,0.47,0.98,13.558,14.554,13.785,13.259,14.546,14.109,0
Negative_36,0.868,0.734,0.534,0.601,0.734,1.135,0.801,0.668,0.2,0.401,1.469,1.869,0.267,0.601,0.534,1.402,1.402,0.2,0.134,1.068,14.302,14.006,14.482,13.709,14.045,13.834,0
Negative_37,1.309,0.964,0.276,0.344,0.689,0.964,1.309,1.378,0.344,0.069,1.309,0.964,0.344,0.551,1.446,0.895,1.102,0.344,0.207,0.551,14.667,14.429,13.807,12.502,15.535,13.7,0
Negative_38,0.889,0.967,0.549,0.994,0.392,0.575,0.471,0.941,0.392,0.497,1.49,0.627,0.288,0.627,1.177,1.909,0.601,0.314,0.288,0.811,14.244,14.489,13.83,13.882,14.4,14.355,0
Negative_39,1.658,0.76,0.173,0.691,0.346,0.864,1.14,1.278,0.276,0.587,2.038,0.346,0.311,0.449,0.829,1.52,1.313,0.276,0.276,1.036,13.549,13.339,14.778,13.961,14.632,13.573,0
Negative_40,1.195,1.195,0.377,0.566,1.321,1.006,0.755,0.755,0.818,0.44,1.384,0.503,0.314,0.503,1.761,1.321,0.943,0.314,0.314,0.566,13.098,13.973,13.613,14.602,14.684,13.678,0
Negative_41,1.269,1.327,0.289,0.635,0.173,0.635,0.635,1.731,0.346,0.577,1.558,0.173,0.231,0.519,2.828,1.327,0.75,0.346,0.173,0.75,13.93,13.108,14.418,14.199,13.881,14.19,0
Negative_42,0.733,0.667,0.966,0.9,0.5,0.733,0.766,0.867,0.6,0.333,2.633,0.733,0.333,0.566,0.933,1.5,0.867,0.233,0.467,1.1,14.154,14.368,13.004,14.45,13.489,14.105,0
Negative_43,0.743,0.991,0.248,0.743,0.31,0.991,0.867,0.681,0.496,0.31,1.858,1.672,0.372,0.434,0.991,1.363,0.619,0.248,0.31,0.372,14.764,15.985,12.644,13.748,14.165,14.077,0
Negative_44,0.818,0.836,0.54,0.714,0.4,0.853,0.714,1.236,0.487,0.731,1.288,0.54,0.435,0.592,1.323,1.811,1.132,0.191,0.331,1.184,13.589,14.421,13.855,14.356,13.702,13.92,0
Negative_45,1.666,0.614,0.723,0.395,0.307,0.899,1.228,0.943,0.153,0.921,1.973,1.359,0.285,0.263,1.557,1.798,1.929,0.0,0.11,1.776,12.841,13.531,13.191,13.748,14.126,13.663,0
Negative_46,0.769,0.854,0.683,0.342,0.085,1.11,0.256,0.769,0.512,1.025,1.537,0.598,0.512,0.085,0.769,1.537,1.11,0.427,0.342,1.366,14.609,14.212,14.895,13.72,13.595,14.278,0
Negative_47,1.234,1.471,0.142,0.759,0.925,0.83,0.783,1.162,0.19,0.214,0.973,0.973,0.119,0.38,1.518,0.854,0.759,0.19,0.19,0.688,12.552,13.844,14.949,14.834,14.612,14.856,0
Negative_48,0.717,0.789,0.896,0.502,0.538,1.04,0.717,0.86,0.538,0.681,1.327,0.681,0.359,0.538,1.291,1.183,0.825,0.323,0.466,0.968,14.263,14.903,13.775,13.928,14.118,13.775,0
Negative_49,1.475,1.229,0.737,0.246,0.492,0.737,0.737,0.737,0.0,0.246,1.72,1.475,0.246,0.737,0.983,0.737,0.492,0.0,0.0,0.246,15.129,14.565,15.375,10.975,16.291,14.393,0
Negative_50,0.875,0.625,0.5,0.125,0.375,2.25,0.375,1.625,0.0,1.125,1.0,0.5,0.125,0.5,1.25,1.0,0.625,0.0,0.5,1.0,14.241,14.14,13.45,14.241,15.527,14.025,0
Negative_51,1.674,0.67,0.0,0.586,0.586,1.172,0.419,1.339,0.167,0.335,1.925,0.251,0.251,0.251,2.176,2.093,1.339,0.419,0.67,1.256,13.501,14.037,12.982,14.424,14.31,13.167,0
Negative_52,0.839,1.259,0.197,0.592,0.568,0.716,0.543,1.407,0.321,0.247,1.407,0.592,0.173,0.42,1.432,1.481,0.42,0.271,0.346,0.765,13.778,14.408,14.24,15.205,14.065,14.31,0
Negative_53,1.615,1.13,0.092,0.438,0.254,0.876,0.531,1.684,0.323,0.254,1.499,0.254,0.208,0.161,1.038,0.876,0.761,0.231,0.484,1.43,14.316,13.63,14.691,14.486,13.404,15.334,0
Negative_54,1.006,1.271,0.318,0.715,0.689,1.324,0.45,1.51,1.059,0.265,0.98,0.662,0.318,0.583,0.874,1.165,0.53,0.079,0.159,0.477,13.85,14.29,13.611,15.437,14.846,13.532,0
Negative_55,1.624,1.15,0.135,0.744,0.406,1.015,0.338,1.353,0.0,0.135,1.556,0.473,0.068,0.609,1.759,0.947,0.676,0.135,0.135,0.541,13.096,13.751,15.104,15.173,15.256,13.82,0
Negative_56,1.133,0.777,0.421,0.777,0.421,0.907,0.68,1.101,0.712,0.421,1.781,0.583,0.356,0.421,0.777,1.133,0.874,0.518,0.227,0.615,14.155,13.533,13.796,14.397,14.272,15.209,0
Negative_57,1.329,1.072,0.3,0.986,1.972,0.6,0.686,1.887,0.557,0.257,1.458,0.257,0.214,0.429,1.587,0.643,0.729,0.171,0.214,1.072,13.713,14.822,13.721,13.253,13.836,14.231,0
Negative_58,1.704,1.465,0.204,0.647,0.204,1.193,0.443,1.397,0.273,0.238,1.158,0.341,0.136,0.443,2.112,1.635,0.613,0.068,0.034,0.511,13.902,14.518,13.354,14.14,14.621,14.644,0
Negative_59,0.853,0.984,0.59,0.59,0.459,1.18,0.59,0.918,0.59,0.918,0.853,1.049,0.328,0.59,1.18,1.902,1.18,0.066,0.459,0.656,14.286,14.278,13.975,13.465,14.74,13.322,0
Negative_60,0.972,0.769,0.688,0.749,0.506,1.053,0.627,0.749,0.364,0.668,2.267,0.891,0.405,0.385,0.911,1.316,0.87,0.182,0.385,0.891,14.074,14.591,13.316,13.754,13.996,14.622,0
Negative_61,1.14,0.507,0.38,0.697,0.57,1.204,0.443,0.507,0.887,0.697,1.647,1.204,0.634,0.76,0.697,1.33,1.267,0.19,0.253,0.824,14.192,13.226,14.311,13.764,14.889,13.78,0
Negative_62,1.15,0.987,0.606,0.808,0.264,0.964,0.855,0.925,0.326,0.583,1.578,0.956,0.334,0.552,0.878,1.687,0.824,0.124,0.287,0.793,13.747,14.452,13.716,13.592,14.831,14.181,0
Negative_63,1.325,1.154,0.454,0.681,0.53,1.344,0.549,0.871,0.303,0.416,1.93,0.568,0.341,0.416,1.079,0.946,0.397,0.076,0.227,0.662,13.642,14.412,14.59,14.412,14.155,14.519,0
Negative_64,1.862,1.02,0.532,0.355,0.133,1.33,1.02,1.862,0.177,0.355,0.798,0.887,0.355,0.266,2.483,1.33,0.665,0.222,0.177,1.02,12.815,14.062,13.43,13.767,14.306,14.77,0
Negative_65,1.75,1.879,0.128,0.384,0.085,0.897,0.384,1.238,0.256,0.299,0.897,0.085,0.043,0.47,1.323,0.64,0.256,0.171,0.256,0.47,15.449,14.365,14.353,14.686,14.466,14.77,0
Negative_66,1.708,1.335,0.32,0.641,0.213,1.602,0.747,0.801,0.374,0.107,0.641,0.961,0.267,0.107,1.335,1.388,0.534,0.32,0.427,0.587,14.068,14.105,13.485,14.501,13.823,15.604,0
Negative_67,6.167,0.121,0.363,0.363,0.181,3.205,0.544,2.056,0.06,0.0,0.121,1.693,0.06,0.363,2.116,1.935,0.363,0.0,0.0,0.363,12.536,12.707,13.61,13.781,13.51,13.781,0
Negative_68,2.007,1.004,0.182,0.274,0.547,0.182,0.821,1.369,0.547,0.274,2.737,0.365,0.365,0.639,1.186,0.639,0.456,0.274,0.73,1.186,12.936,14.767,14.057,13.907,13.773,14.775,0
Negative_69,1.037,0.998,0.576,0.576,0.691,1.498,0.499,0.845,0.154,0.154,2.15,0.614,0.346,0.691,1.114,1.421,0.768,0.154,0.422,1.075,13.786,14.544,14.37,14.244,13.526,13.747,0
Negative_70,0.716,1.023,0.409,0.409,0.409,1.433,1.126,0.921,0.102,0.921,1.33,0.819,0.307,0.512,0.512,0.716,0.921,0.0,0.819,0.614,14.684,15.406,13.787,12.343,15.497,14.264,0
Negative_71,1.636,1.262,0.374,0.514,0.608,0.327,0.421,0.654,0.514,0.514,2.664,0.514,0.374,0.795,0.514,1.309,0.888,0.234,0.374,1.262,13.445,14.69,14.162,12.595,14.186,15.17,0
Negative_72,1.035,1.072,0.327,0.617,0.436,1.162,0.617,1.126,0.309,0.472,1.289,0.69,0.109,0.454,0.926,0.999,0.636,0.381,0.272,0.817,13.927,14.367,14.718,14.374,14.298,14.567,0
Negative_73,1.251,0.761,0.435,0.761,0.109,0.653,0.979,1.632,0.109,0.598,0.816,0.761,0.163,0.653,1.36,0.979,0.816,0.326,0.272,0.87,15.09,13.123,14.017,13.91,14.682,14.875,0
Negative_74,0.998,0.699,1.198,0.599,0.15,0.599,0.599,2.695,0.349,0.349,1.048,0.349,1.198,0.499,2.894,1.796,0.549,0.25,0.599,0.599,12.899,13.367,14.268,12.881,14.277,14.295,0
Negative_75,1.345,0.637,0.637,0.567,0.708,0.213,0.283,0.921,0.425,0.991,2.407,0.567,0.496,0.991,0.85,1.77,1.062,0.425,0.779,1.204,13.727,13.597,13.528,13.813,13.753,14.305,0
Negative_76,1.308,0.714,0.238,0.416,0.357,0.832,0.595,2.022,0.416,1.011,0.654,1.308,0.178,0.535,1.189,1.605,1.13,0.178,0.654,0.654,13.148,14.004,14.891,14.131,13.324,14.507,0
Negative_77,1.778,1.054,0.461,0.395,0.527,0.329,0.79,1.383,0.461,0.395,1.58,0.922,0.527,0.461,1.251,1.844,1.119,0.263,0.132,1.119,14.726,12.963,14.189,13.064,14.676,13.592,0
Negative_78,0.648,0.54,0.216,1.297,1.621,0.54,0.757,0.864,1.189,0.648,0.648,2.053,0.324,0.864,1.297,0.54,0.432,0.0,0.216,0.973,13.428,14.886,14.008,12.896,13.898,15.215,0
Negative_79,1.27,0.87,0.487,0.47,0.157,0.574,0.713,1.218,0.435,0.679,1.392,0.731,0.348,0.766,2.384,2.697,1.653,0.244,0.139,0.783,13.552,14.057,13.895,13.03,13.859,13.597,0
Negative_80,0.746,0.724,0.527,1.01,0.373,1.537,0.768,1.076,0.307,0.439,1.756,0.659,0.132,0.571,1.295,1.888,0.681,0.285,0.351,0.527,14.143,14.088,14.291,13.83,14.307,13.689,0
Negative_81,1.349,0.57,0.45,0.405,0.105,1.004,1.949,0.765,0.345,1.184,1.229,1.199,0.45,0.18,1.784,2.563,2.264,0.045,0.225,1.754,12.753,13.674,13.387,13.02,13.317,14.031,0
Negative_82,1.225,0.765,0.459,1.225,0.0,2.602,1.684,1.378,0.0,0.765,1.071,0.459,0.459,0.459,1.684,1.225,0.612,0.0,0.0,0.918,14.816,13.516,12.582,15.147,13.227,13.72,0
Negative_83,1.073,1.245,0.129,0.515,0.515,1.202,0.472,0.987,0.215,0.429,1.416,0.386,0.215,0.515,0.987,0.858,0.429,0.3,0.215,0.858,14.011,15.022,14.626,14.523,14.296,14.562,0
Negative_84,1.112,1.297,0.423,0.582,0.238,0.9,0.794,0.662,0.423,0.265,1.588,0.953,0.371,0.079,0.847,0.529,0.794,0.238,0.238,0.873,15.241,14.271,14.125,14.119,14.125,14.911,0
Negative_85,0.996,1.079,0.207,0.539,0.498,1.079,1.327,1.161,0.207,0.083,1.12,0.913,0.083,0.29,1.12,1.618,0.622,0.373,0.083,0.83,14.634,14.449,13.98,14.172,13.902,14.634,0
Negative_86,2.062,0.832,0.326,0.398,0.543,0.47,0.398,1.374,0.506,0.651,2.677,0.289,0.434,0.76,1.049,1.194,0.904,0.398,0.723,1.374,13.568,14.253,13.472,13.047,14.132,14.167,0
Negative_87,1.763,1.247,0.086,0.559,0.43,1.075,0.344,1.462,0.516,0.086,1.677,0.086,0.215,0.559,0.989,0.774,0.688,0.129,0.129,1.075,14.629,14.58,14.296,13.851,14.247,14.511,0
Negative_88,0.868,1.199,0.281,0.817,0.383,1.097,0.791,0.893,0.536,0.179,1.71,0.97,0.332,0.485,1.327,2.143,0.715,0.076,0.204,0.638,13.835,14.649,13.687,13.656,14.578,13.953,0
Negative_89,1.313,0.511,1.204,0.438,0.146,0.729,0.839,4.012,0.365,0.365,0.839,0.62,0.109,0.511,0.948,2.444,0.62,0.401,0.292,0.657,14.625,14.738,12.82,11.987,14.521,13.948,0
Negative_90,1.465,1.061,0.255,0.573,0.297,0.807,0.488,1.592,0.34,0.255,1.677,0.234,0.106,0.552,1.486,1.231,0.976,0.234,0.276,1.125,14.248,12.948,14.594,14.782,14.654,13.745,0
Negative_91,0.596,0.968,0.596,0.819,0.67,1.414,1.042,0.223,0.521,0.447,1.414,1.638,0.223,0.67,1.489,0.744,0.67,0.074,0.447,1.191,12.827,14.444,13.873,14.42,14.167,14.413,0
Negative_92,1.138,1.355,0.352,0.732,0.271,0.895,0.732,1.247,0.379,0.136,2.087,0.325,0.081,0.081,1.843,1.328,0.461,0.244,0.19,0.813,15.309,14.692,13.142,14.604,13.737,13.825,0
Negative_93,1.318,0.781,0.391,0.683,0.635,0.537,0.488,0.732,0.586,0.391,2.343,0.391,0.342,0.976,0.586,1.123,0.586,0.586,0.586,1.562,13.177,13.544,13.965,15.598,14.481,13.614,0
Negative_94,1.132,1.104,0.193,0.635,0.221,0.828,0.552,1.242,0.304,0.414,1.408,0.497,0.193,0.414,1.187,0.745,0.745,0.304,0.221,1.215,14.943,14.828,13.005,14.76,14.381,14.53,0
Negative_95,1.853,1.059,0.397,0.529,0.265,0.662,0.132,2.118,0.529,1.456,1.985,0.662,0.265,0.529,0.794,1.588,0.662,0.0,0.132,0.794,15.723,14.09,13.351,12.063,14.024,14.336,0
Negative_96,1.271,0.978,0.196,0.342,0.489,0.587,1.075,1.466,0.391,0.342,3.813,0.147,0.196,0.538,0.88,1.466,0.733,0.293,0.342,1.222,13.531,14.085,13.053,13.162,14.621,14.78,0
Negative_97,1.861,0.62,0.207,0.414,0.207,0.414,0.982,1.809,0.465,0.672,1.913,0.569,0.672,0.672,0.569,0.775,0.982,0.207,0.724,0.775,13.919,14.237,13.795,13.097,14.625,14.819,0
Negative_98,1.38,1.336,0.445,0.846,0.445,1.202,0.579,1.158,0.534,0.178,1.915,0.757,0.356,0.356,1.469,0.891,0.846,0.223,0.134,0.49,14.024,13.154,14.008,14.474,14.086,14.715,0
Negative_99,0.807,0.672,0.538,0.336,0.672,0.807,0.471,0.403,0.336,1.344,2.756,1.008,1.008,0.874,0.941,1.882,0.739,0.067,0.874,1.076,14.803,13.649,12.469,13.887,14.292,13.288,0
Negative_100,1.343,1.141,0.336,0.671,0.269,1.074,0.537,1.141,0.47,0.269,1.141,0.738,0.336,0.201,0.873,1.208,0.604,0.067,0.604,1.074,12.456,14.867,13.443,13.21,16.403,15.522,0
Negative_101,1.464,0.518,0.901,0.923,0.428,1.036,1.148,0.991,0.405,0.788,1.599,0.765,0.405,0.72,1.396,2.297,1.599,0.09,0.18,0.878,14.018,13.703,13.889,13.166,13.222,13.472,0
Negative_102,1.166,0.7,0.583,0.661,0.466,1.089,0.7,0.894,0.272,0.661,1.438,1.361,0.117,0.311,1.322,1.399,0.855,0.272,0.272,0.816,13.866,13.359,14.679,14.257,14.296,14.188,0
Negative_103,0.865,1.177,0.257,0.607,0.386,0.957,0.681,1.14,0.386,0.386,1.453,0.257,0.202,0.681,0.901,0.865,0.607,0.349,0.386,1.122,13.94,14.603,14.118,14.33,14.705,14.637,0
Negative_104,1.688,1.032,0.219,0.688,0.406,0.844,0.719,1.407,0.469,0.375,1.97,0.406,0.156,0.469,1.719,2.251,0.719,0.125,0.156,0.594,13.919,14.05,14.066,14.066,13.96,13.525,0
Negative_105,1.721,0.782,1.095,1.095,0.469,0.782,0.156,0.782,0.156,1.721,1.252,0.626,0.469,0.626,1.095,1.565,0.626,0.313,0.782,0.939,14.104,15.827,12.39,12.203,14.744,13.678,0
Negative_106,2.945,0.874,0.225,0.599,0.225,1.198,0.399,1.997,0.125,0.05,2.271,0.349,0.125,0.225,1.548,0.699,0.574,0.275,0.05,0.799,13.87,13.295,14.306,14.469,14.422,14.088,0
Negative_107,1.49,1.351,0.07,0.349,0.838,1.164,0.373,1.188,0.861,0.047,0.885,0.861,0.21,0.559,1.327,1.188,0.629,0.047,0.279,0.699,14.442,15.091,13.534,13.779,15.494,13.246,0
Negative_108,1.172,1.264,0.469,0.594,0.678,1.331,0.754,1.473,0.963,0.218,1.172,0.536,0.176,0.327,1.181,1.373,0.82,0.117,0.26,0.46,13.926,14.317,13.589,13.788,14.908,14.133,0
Negative_109,1.049,0.849,0.478,0.849,0.37,0.849,0.802,1.173,0.463,0.432,1.574,0.88,0.278,0.586,1.311,1.281,0.54,0.17,0.463,0.895,13.976,13.815,13.876,14.549,14.618,13.876,0
Negative_110,1.911,1.355,0.174,0.625,0.382,0.695,0.834,1.251,0.417,0.313,1.494,0.521,0.313,0.313,1.633,2.12,0.938,0.069,0.104,0.799,13.847,13.448,13.741,13.692,14.546,14.465,0
Negative_111,1.817,1.774,0.086,0.649,0.13,1.73,0.519,0.952,0.13,0.043,0.952,0.952,0.13,0.086,2.076,1.038,0.433,0.26,0.0,0.562,14.741,13.86,14.598,14.562,14.44,13.481,0
Negative_112,1.799,1.538,0.104,0.521,0.261,1.043,0.86,0.547,0.287,0.365,1.434,0.6,0.339,0.313,1.538,1.043,0.73,0.052,0.182,0.678,14.519,14.689,14.127,13.622,14.803,14.006,0
Negative_113,0.771,0.89,0.771,0.791,0.514,0.949,0.593,0.85,0.396,0.673,1.503,1.266,0.257,0.356,0.989,1.741,0.633,0.198,0.336,0.89,13.77,14.346,13.97,14.215,14.123,14.208,0
Negative_114,1.357,1.131,0.339,0.679,0.226,1.471,0.792,0.679,0.679,0.453,0.566,1.584,0.226,0.113,1.244,1.923,0.905,0.113,0.339,0.905,12.398,14.788,13.145,13.601,15.362,14.984,0
Negative_115,0.848,0.982,0.446,0.758,0.491,1.829,0.357,0.937,0.535,0.446,0.892,1.695,0.178,0.178,1.205,2.142,0.937,0.312,0.223,0.848,14.608,13.829,14.162,13.398,13.902,13.861,0
Negative_116,2.041,1.579,0.193,0.231,0.347,0.693,0.616,1.079,0.193,0.116,1.772,0.385,0.27,0.231,1.964,1.387,0.809,0.385,0.193,0.655,13.427,13.283,13.495,14.797,14.888,14.971,0
Negative_117,1.073,0.843,0.383,0.919,0.077,1.456,0.766,0.919,0.383,0.613,2.222,0.307,0.23,0.46,1.686,1.226,0.46,0.307,0.153,0.536,13.225,14.449,14.817,14.006,13.803,14.682,0
Negative_118,2.182,1.125,0.205,0.818,0.068,0.852,1.023,0.716,0.205,0.273,1.636,0.511,0.068,0.375,2.148,2.421,0.818,0.341,0.102,0.477,13.787,13.721,12.887,14.425,14.228,14.588,0
Negative_119,1.442,1.009,0.216,0.685,0.505,0.757,1.153,0.973,0.469,0.288,2.126,0.541,0.288,0.252,1.622,1.261,0.901,0.324,0.252,1.225,13.627,13.953,13.676,13.928,14.482,14.043,0
Negative_120,1.518,1.062,0.493,0.588,0.285,0.873,1.024,1.271,0.436,0.247,0.986,0.816,0.36,0.417,1.195,1.499,0.759,0.19,0.664,0.493,14.591,13.59,13.795,14.129,14.341,14.379,0
Negative_121,1.178,0.368,0.368,0.221,1.03,0.589,0.883,1.472,0.736,0.662,3.092,0.221,0.074,1.104,1.104,2.503,0.736,0.662,0.368,1.619,13.873,14.358,12.99,13.161,14.016,12.61,0
